index,type,name,resident,streamed,parentStack
30,xmodelmesh,t7_gfl_lenna_fb_lod15e032478,1616,616192,|t7_gfl_lenna_base_fb_mp|xmodel|pbt_gfl_body_lenna|playerbodystyle|pbt_gfl_ump45|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
31,xmodelmesh,t7_gfl_vepley_fb_lod1201121ac,1632,406928,|t7_gfl_vepley_fb_mp|xmodel|pbt_gfl_body_vepley|playerbodystyle|pbt_zm_zod_femme|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
32,xmodelmesh,t7_gfl_tololo_fb_lod1fb288ee,1616,525168,|c_zom_zod_boxer_mpc_fb|xmodel|zone_source/core_mod.zone|csv
33,xmodelmesh,t7_gfl_guard_fb_lod1f55f7b83,1056,376992,|t7_gfl_guard_fb_mp|xmodel|pbt_gfl_body_guard|playerbodystyle|pbt_gfl_sf|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
34,xmodelmesh,t7_gfl_vespid_fb_lod1ed9fe7a3,976,259168,|t7_gfl_vespid_fb_mp|xmodel|pbt_gfl_body_vespid|playerbodystyle|pbt_gfl_sf|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
35,xmodelmesh,t7_gfl_jaeger_fb_lod1649cea53,1184,339824,|c_t7_zm_dlchd_origins_player_body_mpc|xmodel|zone_source/core_mod.zone|csv
36,xmodelmesh,t7_gfl_ripper_fb_lod1888407ba,928,328416,|t7_gfl_ripper_fb_mp|xmodel|pbt_gfl_body_ripper|playerbodystyle|pbt_gfl_sf|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
37,xmodelmesh,t7_gfl_vepley_backpack_fb_lod145f106b9,1760,492768,|c_zom_zod_femme_mpc_fb|xmodel|zone_source/core_mod.zone|csv
38,xmodelmesh,p7_zm_der_magic_box_fake_trunk_lod06382ff96,352,26176,|p7_zm_der_magic_box_fake_trunk|xmodel|p7_zm_der_magic_box_fake|xmodel|zone_source/core_mod.zone|csv
39,xmodelmesh,t7_gfl_jaeger_fb_lod1a7a39a6,1248,617024,|c_hro_goh_min_base_fb|xmodel|zone_source/core_mod.zone|csv
40,xmodelmesh,t7_gfl_tololo_fb_lod1f4c3b58,1648,927104,|c_cia_blackstation_victim_1_fb_corpse|xmodel|zone_source/core_mod.zone|csv
41,xmodelmesh,t7_gfl_vepley_backpack_fb_lod16dce0065,1776,870128,|t7_gfl_vepley_backpack_fb|xmodel|zone_source/core_mod.zone|csv
42,xmodelmesh,t7_gfl_guard_fb_lod1f7e8fd0b,1184,679472,|t7_gfl_guard_fb|xmodel|zone_source/core_mod.zone|csv
43,xmodelmesh,t7_gfl_vespid_fb_lod14ce6b0b4,1024,472848,|t7_gfl_vespid_fb|xmodel|zone_source/core_mod.zone|csv
44,xmodelmesh,t7_gfl_ripper_fb_lod19dd40c86,1040,625200,|t7_gfl_ripper_fb|xmodel|zone_source/core_mod.zone|csv
45,xmodelmesh,t7_gfl_vepley_fb_lod19f657652,1744,774832,|t7_gfl_vepley_fb|xmodel|zone_source/core_mod.zone|csv
46,xmodelmesh,t7_gfl_lenna_fb_lod14a1da354,1904,1153248,|t7_gfl_lenna_base_fb|xmodel|zone_source/core_mod.zone|csv
47,xmodelmesh,t7_gfl_lenna_fb_lod12f78d6b2,1904,1153024,|t7_gfl_lenna_base_fb_mp|xmodel|pbt_gfl_body_lenna|playerbodystyle|pbt_gfl_ump45|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
48,xmodelmesh,t7_gfl_vepley_fb_lod14da1e12a,1744,774752,|t7_gfl_vepley_fb_mp|xmodel|pbt_gfl_body_vepley|playerbodystyle|pbt_zm_zod_femme|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
49,xmodelmesh,t7_gfl_tololo_fb_lod19dde95ce,1648,927200,|c_zom_zod_boxer_mpc_fb|xmodel|zone_source/core_mod.zone|csv
50,xmodelmesh,t7_gfl_guard_fb_lod163e0449f,1184,679664,|t7_gfl_guard_fb_mp|xmodel|pbt_gfl_body_guard|playerbodystyle|pbt_gfl_sf|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
51,xmodelmesh,t7_gfl_vespid_fb_lod16dc0b772,1024,472848,|t7_gfl_vespid_fb_mp|xmodel|pbt_gfl_body_vespid|playerbodystyle|pbt_gfl_sf|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
52,xmodelmesh,t7_gfl_jaeger_fb_lod1a2b0bfee,1248,617040,|c_t7_zm_dlchd_origins_player_body_mpc|xmodel|zone_source/core_mod.zone|csv
53,xmodelmesh,t7_gfl_ripper_fb_lod184900224,1040,624368,|t7_gfl_ripper_fb_mp|xmodel|pbt_gfl_body_ripper|playerbodystyle|pbt_gfl_sf|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
54,xmodelmesh,t7_gfl_vepley_backpack_fb_lod11cf43e8f,1776,869984,|c_zom_zod_femme_mpc_fb|xmodel|zone_source/core_mod.zone|csv
55,xmodelmesh,p7_zm_der_magic_box_fake_trunk_lod0829bd900,352,43520,|p7_zm_der_magic_box_fake_trunk|xmodel|p7_zm_der_magic_box_fake|xmodel|zone_source/core_mod.zone|csv
56,techset,ei/effect_lit_blend#2843f95a,637535,0,|ei/gfx_water_splash_low_anim_lit|material|player/fx_plyr_water_splash_md|fx|pbt_zm_dempsey|playerbodytype|zm_character_customization|customizationtable|zone_source/core_mod.zone|csv
57,material,ei/gfx_fog_slow_md_anim_lit|dup,1897,0,|core_mod|texturecombo
58,image,fxt_fog_slow_md_anim,5592485,0,|core_mod|texturecombo
59,material,ei/gfx_fog_slow_lg_anim_lit|dup,1128,0,|core_mod|texturecombo
60,image,fxt_fog_slow_lg_anim,5592597,0,|core_mod|texturecombo
61,material,ei/gfx_fog_slow_sm_anim_lit|dup,1128,0,|core_mod|texturecombo
62,image,fxt_fog_slow_sm_anim,5592597,0,|core_mod|texturecombo
63,material,ei/gfx_smk_billow_sm_anim_lit|dup,1768,0,|core_mod|texturecombo
64,image,fxt_smk_billow_sm_anim,5592487,0,|core_mod|texturecombo
65,material,ei/gfx_water_splash_low_anim_lit|dup,1768,0,|core_mod|texturecombo
66,image,fxt_water_splash_low_anim,1398186,0,|core_mod|texturecombo
67,texturecombo,core_mod,346,0,||assetlist
68,rawfile,mod.cfg,50,0,|zone_source/core_mod.zone|csv
69,rawfile,cp_mod.cfg,13,0,|zone_source/core_mod.zone|csv
70,rawfile,mp_mod.cfg,16,0,|zone_source/core_mod.zone|csv
71,rawfile,zm_mod.cfg,16,0,|zone_source/core_mod.zone|csv
72,sound,core_mod.all,48855,0,||assetlist
73,techset,mc/lit_plus#e6142445,658360,0,|mc/mtl_gfl_hk416_acs_m_schandbag|material|t7_gfl_rfb_body_mp|xmodel|pbt_gfl_body_rfb|playerbodystyle|pbt_zm_zod_detective|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
74,image,$white_ao,130,0,|mc/mtl_gfl_m4_sopmod_ii_jr_choker|material|p7_nc_sin_bs_02|xmodel|zone_source/core_mod.zone|csv
75,image,$gray_32_one_channel,306,0,|mc/mtl_p7_zm_teddybear|material|p7_zm_der_magic_box_fake|xmodel|zone_source/core_mod.zone|csv
76,image,$identitynormalmap,302,0,|mc/mtl_p7_zm_der_magic_box_fake_metal|material|p7_zm_der_magic_box_fake_trunk|xmodel|p7_zm_der_magic_box_fake|xmodel|zone_source/core_mod.zone|csv
77,image,i_gfl_body_g,341,0,|mc/mtl_gfl_lenna_ssr_vm_body|material|t7_gfl_lenna_ssr_viewhands|xmodel|pbt_gfl_body_lenna_ssr|playerbodystyle|pbt_gfl_ump45|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
78,image,i_gfl_hk416_v2_cf_m_body_c,107,755928,|mc/mtl_gfl_hk416_v2_cf_m_body|material|c_t7_zm_dlchd_richtofen_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
79,material,mc/mtl_gfl_hk416_v2_cf_m_body_fe,1766,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
80,techset,mc/lit_nocull_plus#e6142445,239868,0,|mc/mtl_gfl_mp40_mf_m_primmaterial|material|c_hro_khalil_egypt_body|xmodel|zone_source/core_mod.zone|csv
81,image,i_gfl_cloth_g,262,0,|mc/mtl_gfl_m4_sopmod_ii_jr_choker|material|p7_nc_sin_bs_02|xmodel|zone_source/core_mod.zone|csv
82,image,i_gfl_hk416_v2_cf_m_bot_mathteacher_d_c,128,5614264,|mc/mtl_gfl_hk416_v2_cf_m_bot_mathteacher_d_trans|material|c_t7_zm_dlchd_richtofen_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
83,material,mc/mtl_gfl_hk416_v2_cf_m_bot_mathteacher_d_fe,1350,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
84,image,i_gfl_hk416_v2_cf_m_gloves_long01_c,284,2839880,|mc/mtl_gfl_hk416_v2_cf_m_gloves_long01|material|c_t7_zm_dlchd_moon_pressuresuit_richtofen_mpc|xmodel|zone_source/core_mod.zone|csv
85,material,mc/mtl_gfl_hk416_v2_cf_m_gloves_long01_fe,908,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
86,image,i_gfl_hk416_v2_cf_m_panst_02_c,311,2818072,|mc/mtl_gfl_hk416_v2_cf_m_panst_02_trans|material|c_t7_zm_dlchd_richtofen_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
87,material,mc/mtl_gfl_hk416_v2_cf_m_panst_02_fe,913,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
88,image,i_gfl_hk416_v2_cf_m_shoes_theif_c,274,1419936,|mc/mtl_gfl_hk416_v2_cf_m_shoes_theif_trans|material|c_t7_zm_dlchd_richtofen_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
89,material,mc/mtl_gfl_hk416_v2_cf_m_shoes_theif_fe,910,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
90,image,i_gfl_hk416_v2_cf_m_top_inner01_c,290,5636096,|mc/mtl_gfl_hk416_v2_cf_m_top_inner01_trans|material|c_t7_zm_dlchd_richtofen_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
91,material,mc/mtl_gfl_hk416_v2_cf_m_top_inner01_fe,910,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
92,image,i_gfl_hk416_v2_cf_m_top_jacket_usagip_c,296,5636096,|mc/mtl_gfl_hk416_v2_cf_m_top_jacket_usagip_trans|material|c_t7_zm_dlchd_richtofen_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
93,material,mc/mtl_gfl_hk416_v2_cf_m_top_jacket_usagip_fe,904,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
94,image,i_gfl_hk416_v2_mf_m_primmaterial_c,283,742728,|mc/mtl_gfl_hk416_v2_mf_m_primmaterial|material|c_t7_zm_dlchd_richtofen_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
95,material,mc/mtl_gfl_hk416_v2_mf_m_primmaterial_fe,909,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
96,techset,mc/lit_alphatest_nocull_plus#e6142445,436736,0,|mc/mtl_gfl_hk416_v2_acs_m_ribbon_big_001_fe|material|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
97,image,$white_reveal,318,0,|mc/mtl_gfl_commander_cf_m_hitomi_00|material|c_hro_khalil_egypt_body|xmodel|zone_source/core_mod.zone|csv
98,image,i_gfl_hk416_v2_mf_m_primmaterial_002_c,255,371384,|mc/mtl_gfl_hk416_v2_mf_m_primmaterial_002|material|c_t7_zm_dlchd_richtofen_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
99,material,mc/mtl_gfl_hk416_v2_mf_m_primmaterial_002_fe,939,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
100,image,i_gfl_hk416_v2_mf_m_primmaterial_003_c,295,393216,|mc/mtl_gfl_hk416_v2_mf_m_primmaterial_003|material|c_t7_zm_dlchd_richtofen_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
101,material,mc/mtl_gfl_hk416_v2_mf_m_primmaterial_003_fe,937,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
102,image,i_gfl_hk416_v2_mf_m_primmaterial_004_c,287,742728,|mc/mtl_gfl_hk416_v2_mf_m_primmaterial_004|material|c_t7_zm_dlchd_richtofen_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
103,material,mc/mtl_gfl_hk416_v2_mf_m_primmaterial_004_fe,905,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
104,image,i_gfl_hk416_v2_mf_m_primmaterial_005_c,295,720896,|mc/mtl_gfl_hk416_v2_mf_m_primmaterial_005|material|c_t7_zm_dlchd_moon_pressuresuit_richtofen_mpc|xmodel|zone_source/core_mod.zone|csv
105,material,mc/mtl_gfl_hk416_v2_mf_m_primmaterial_005_fe,905,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
106,image,i_gfl_hk416_v2_mf_m_primmaterial_006_c,295,720896,|mc/mtl_gfl_hk416_v2_mf_m_primmaterial_006|material|c_t7_zm_dlchd_richtofen_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
107,material,mc/mtl_gfl_hk416_v2_mf_m_primmaterial_006_fe,905,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
108,image,i_gfl_hk416_v2_acs_m_scraf_yoko_c,466,0,|mc/mtl_gfl_hk416_v2_acs_m_scraf_yoko|material|c_t7_zm_dlchd_richtofen_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
109,material,mc/mtl_gfl_hk416_v2_acs_m_scraf_yoko_fe,910,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
110,image,i_gfl_plastic_g,264,0,|mc/mtl_gfl_commander_mf_m_primmaterial|material|c_hro_khalil_egypt_body|xmodel|zone_source/core_mod.zone|csv
111,image,i_gfl_hk416_v2_mf_m_primmaterial_018_c,295,0,|mc/mtl_gfl_hk416_v2_mf_m_primmaterial_018|material|c_t7_zm_dlchd_richtofen_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
112,material,mc/mtl_gfl_hk416_v2_mf_m_primmaterial_018_fe,1169,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
113,image,i_gfl_hk416_v2_mf_m_primmaterial_019_c,127,5614264,|mc/mtl_gfl_hk416_v2_mf_m_primmaterial_019|material|c_t7_zm_dlchd_richtofen_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
114,material,mc/mtl_gfl_hk416_v2_mf_m_primmaterial_019_fe,937,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
115,image,i_gfl_hk416_v2_mf_m_primmaterial_025_c,287,218440,|mc/mtl_gfl_hk416_v2_mf_m_primmaterial_025|material|c_t7_zm_dlchd_richtofen_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
116,material,mc/mtl_gfl_hk416_v2_mf_m_primmaterial_025_fe,905,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
117,image,i_gfl_hk416_v2_mf_m_primmaterial_030_c,295,196608,|mc/mtl_gfl_hk416_v2_mf_m_primmaterial_030|material|c_t7_zm_dlchd_richtofen_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
118,material,mc/mtl_gfl_hk416_v2_mf_m_primmaterial_030_fe,905,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
119,image,i_gfl_hk416_v2_mf_m_primmaterial_032_c,303,371384,|mc/mtl_gfl_hk416_v2_mf_m_primmaterial_032|material|c_t7_zm_dlchd_richtofen_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
120,material,mc/mtl_gfl_hk416_v2_mf_m_primmaterial_032_fe,937,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
121,material,mc/mtl_gfl_hk416_v2_cf_m_shoes_theif_trans_fe,944,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
122,material,mc/mtl_gfl_hk416_v2_cf_m_top_jacket_usagip_trans_fe,960,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
123,material,mc/mtl_gfl_hk416_v2_cf_m_top_inner01_trans_fe,944,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
124,material,mc/mtl_gfl_hk416_v2_cf_m_bot_mathteacher_d_trans_fe,960,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
125,techset,mc/lit_alphatest_plus#e6142445,12623,0,|mc/mtl_gfl_hk416_v2_cf_m_panst_02_trans_fe|material|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
126,material,mc/mtl_gfl_hk416_v2_cf_m_panst_02_trans_fe,945,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
127,image,i_gfl_hk416_v2_mf_m_primmaterial_021_c,287,742728,|mc/mtl_gfl_hk416_v2_mf_m_primmaterial_021|material|c_t7_zm_dlchd_richtofen_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
128,material,mc/mtl_gfl_hk416_v2_mf_m_primmaterial_021_fe,905,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
129,image,i_gfl_hk416_v2_mf_m_primmaterial_026_c,295,720896,|mc/mtl_gfl_hk416_v2_mf_m_primmaterial_026|material|c_t7_zm_dlchd_richtofen_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
130,material,mc/mtl_gfl_hk416_v2_mf_m_primmaterial_026_fe,905,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
131,image,i_gfl_hk416_v2_mf_m_primmaterial_027_c,295,720896,|mc/mtl_gfl_hk416_v2_mf_m_primmaterial_027|material|c_t7_zm_dlchd_richtofen_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
132,material,mc/mtl_gfl_hk416_v2_mf_m_primmaterial_027_fe,905,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
133,image,i_gfl_hk416_v2_mf_m_primmaterial_038_c,295,720896,|mc/mtl_gfl_hk416_v2_mf_m_primmaterial_038|material|c_t7_zm_dlchd_richtofen_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
134,material,mc/mtl_gfl_hk416_v2_mf_m_primmaterial_038_fe,905,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
135,image,i_gfl_hk416_v2_mf_m_primmaterial_037_c,295,720896,|mc/mtl_gfl_hk416_v2_mf_m_primmaterial_037|material|c_t7_zm_dlchd_richtofen_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
136,material,mc/mtl_gfl_hk416_v2_mf_m_primmaterial_037_fe,905,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
137,image,i_gfl_hk416_v2_mf_m_primmaterial_040_c,295,720896,|mc/mtl_gfl_hk416_v2_mf_m_primmaterial_042|material|c_t7_zm_dlchd_richtofen_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
138,material,mc/mtl_gfl_hk416_v2_mf_m_primmaterial_040_fe,905,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
139,image,i_gfl_hk416_v2_mf_m_primmaterial_042_c,295,720896,|mc/mtl_gfl_hk416_v2_mf_m_primmaterial_042|material|c_t7_zm_dlchd_richtofen_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
140,material,mc/mtl_gfl_hk416_v2_mf_m_primmaterial_042_fe,905,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
141,techset,mc/lit_advanced_fullspec#e6142445,243906,0,|mc/mtl_gfl_hk416_v2_mf_m_primmaterial_016|material|c_t7_zm_dlchd_moon_pressuresuit_richtofen_mpc|xmodel|zone_source/core_mod.zone|csv
142,image,i_gfl_steel_g,246,0,|mc/mtl_gfl_m4_sopmod_ii_v2_cf_m_glove_armor_00|material|t7_gfl_m4_sopmod_ii_v2_body_mp|xmodel|pbt_gfl_body_m4_sopmod_ii|playerbodystyle|pbt_gfl_m4_sopmod_ii|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
143,image,$black_color,141,0,|mc/mtl_outline_cp|material|c_hro_khalil_egypt_body|xmodel|zone_source/core_mod.zone|csv
144,image,i_gfl_hk416_v2_mf_m_primmaterial_016_s,247,196608,|mc/mtl_gfl_hk416_v2_mf_m_primmaterial_016|material|c_t7_zm_dlchd_moon_pressuresuit_richtofen_mpc|xmodel|zone_source/core_mod.zone|csv
145,material,mc/mtl_gfl_hk416_v2_acs_m_schandbag_fe,1396,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
146,image,i_gfl_hk416_v2_mf_m_primmaterial_048_c,295,720896,|mc/mtl_gfl_hk416_v2_mf_m_primmaterial_048|material|c_t7_zm_dlchd_richtofen_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
147,material,mc/mtl_gfl_hk416_v2_mf_m_primmaterial_048_fe,905,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
148,image,i_gfl_hk416_v2_mf_m_primmaterial_049_c,295,720896,|mc/mtl_gfl_hk416_v2_mf_m_primmaterial_049|material|c_t7_zm_dlchd_richtofen_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
149,material,mc/mtl_gfl_hk416_v2_mf_m_primmaterial_049_fe,905,0,|c_54i_cqb_mpc_fb_fe|xmodel|zone_source/core_mod.zone|csv
150,image,i_gfl_hk416_v2_mf_m_primmaterial_036_c,303,1419960,|mc/mtl_gfl_hk416_v2_mf_m_primmaterial_036|material|c_t7_zm_dlchd_richtofen_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
