index,type,name,resident,streamed,parentStack
34,scriptparsetree,scripts/zm/better_nuke.gsc,3188,0,|zone_source/zm_mod.zone|csv
35,scriptparsetree,scripts/zm/_zm_powerup_free_perk.csc,552,0,|zone_source/zm_mod.zone|csv
36,scriptparsetree,scripts/zm/_zm_powerup_free_perk.gsc,2424,0,|zone_source/zm_mod.zone|csv
37,scriptparsetree,scripts/zm/roamer.gsc,4144,0,|zone_source/zm_mod.zone|csv
38,scriptparsetree,scripts/_nsz/nsz_powerup_money.gsc,1598,0,|zone_source/zm_mod.zone|csv
39,scriptparsetree,scripts/_nsz/nsz_powerup_money.csc,530,0,|zone_source/zm_mod.zone|csv
40,techset,mc/lit_advanced#e6142445,662163,0,|mc/mtl_x2icon_gold|material|free_packapunch|xmodel|zone_source/zm_mod.zone|csv
41,image,$white_ao,130,0,|mc/mtl_x2icon_gold|material|free_packapunch|xmodel|zone_source/zm_mod.zone|csv
42,image,$gray_32_one_channel,306,0,|mc/mtl_x2icon_gold|material|free_packapunch|xmodel|zone_source/zm_mod.zone|csv
43,image,$identitynormalmap,302,0,|mc/mtl_x2icon_gold|material|free_packapunch|xmodel|zone_source/zm_mod.zone|csv
44,image,metal_gold_g,165,174776,|mc/mtl_x2icon_gold|material|free_packapunch|xmodel|zone_source/zm_mod.zone|csv
45,image,$black_color,317,0,|mc/mtl_x2icon_gold|material|free_packapunch|xmodel|zone_source/zm_mod.zone|csv
46,image,$specular_mask,271,0,|mc/mtl_x2icon_gold|material|free_packapunch|xmodel|zone_source/zm_mod.zone|csv
47,material,mc/mtl_x2icon_gold,1649,0,|free_packapunch|xmodel|zone_source/zm_mod.zone|csv
48,xmodelmesh,bo2_zombie_money69fc709a,3432,0,|powerup_money|xmodel|zone_source/zm_mod.zone|csv
49,xmodel,powerup_money,144,0,|zone_source/zm_mod.zone|csv
50,scriptparsetree,scripts/_zoekmemaar/custom_powerup_free_packapunch_with_time.gsc,3529,0,|zone_source/zm_mod.zone|csv
51,scriptparsetree,scripts/_zoekmemaar/custom_powerup_free_packapunch_with_time.csc,600,0,|zone_source/zm_mod.zone|csv
52,xmodelmesh,pack_a_punch96eb4d2,224,363320,|free_packapunch|xmodel|zone_source/zm_mod.zone|csv
53,xmodel,free_packapunch,143,0,|zone_source/zm_mod.zone|csv
54,scriptparsetree,scripts/zm/ugxmods_timedgp.gsc,3573,0,|zone_source/zm_mod.zone|csv
55,scriptparsetree,scripts/zm/_hb21_zm_hitmarkers.gsc,3908,0,|zone_source/zm_mod.zone|csv
56,scriptparsetree,scripts/zm/_zm_bgb.csc,4836,0,|zone_source/zm_mod.zone|csv
57,scriptparsetree,scripts/zm/_zm_bgb.gsc,30238,0,|zone_source/zm_mod.zone|csv
58,scriptparsetree,scripts/zm/_zm_bgb_machine.csc,16366,0,|zone_source/zm_mod.zone|csv
59,scriptparsetree,scripts/zm/_zm_bgb_machine.gsc,20860,0,|zone_source/zm_mod.zone|csv
60,scriptparsetree,scripts/zm/_zm_weapons.gsc,58960,0,|zone_source/zm_mod.zone|csv
61,scriptparsetree,scripts/zm/_zm_weapons.csc,12430,0,|zone_source/zm_mod.zone|csv
62,techset,2d_blend#da7372ff,33597,0,|specialty_ads_zombies|material|zone_source/zm_mod.zone|csv
63,image,i_specialty_three_guns_zombies,65631,0,|specialty_three_guns_zombies|material|zone_source/zm_mod.zone|csv
64,material,specialty_three_guns_zombies,73,0,|zone_source/zm_mod.zone|csv
65,image,i_specialty_ads_zombies,65560,0,|specialty_ads_zombies|material|zone_source/zm_mod.zone|csv
66,material,specialty_ads_zombies,72,0,|zone_source/zm_mod.zone|csv
67,keyvaluepairs,zm_mod,2277,0,||assetlist
68,bgcache,zm_mod,3699,0,||assetlist
69,image,uie_ui_icon_minimap_zm_ai_boss,4127,0,|zone_source/zm_mod.zone|csv
70,image,uie_ui_icon_minimap_zm_ai_elite,4128,0,|zone_source/zm_mod.zone|csv
71,image,uie_ui_icon_minimap_zm_ai_special,4130,0,|zone_source/zm_mod.zone|csv
72,image,uie_ui_icon_minimap_zm_ai_normal,4129,0,|zone_source/zm_mod.zone|csv
73,image,uie_t7_zm_hud_score_char1,16410,0,|zone_source/zm_mod.zone|csv
74,image,uie_t7_zm_hud_score_char1_helmet,16417,0,|zone_source/zm_mod.zone|csv
75,image,uie_t7_zm_hud_score_char1_old,16414,0,|zone_source/zm_mod.zone|csv
76,image,uie_t7_zm_hud_score_char1_old_helmet,16421,0,|zone_source/zm_mod.zone|csv
77,image,uie_t7_zm_hud_score_char1_gold_helmet,16422,0,|zone_source/zm_mod.zone|csv
78,image,uie_t7_zm_hud_score_char1_mask,16415,0,|zone_source/zm_mod.zone|csv
79,image,uie_t7_zm_hud_score_char2,16410,0,|zone_source/zm_mod.zone|csv
80,image,uie_t7_zm_hud_score_char2_helmet,16417,0,|zone_source/zm_mod.zone|csv
81,image,uie_t7_zm_hud_score_char2_old,16414,0,|zone_source/zm_mod.zone|csv
82,image,uie_t7_zm_hud_score_char2_old_helmet,16421,0,|zone_source/zm_mod.zone|csv
83,image,uie_t7_zm_hud_score_char2_gold_helmet,16422,0,|zone_source/zm_mod.zone|csv
84,image,uie_t7_zm_hud_score_char2_mask,16415,0,|zone_source/zm_mod.zone|csv
85,image,uie_t7_zm_hud_score_char3,16410,0,|zone_source/zm_mod.zone|csv
86,image,uie_t7_zm_hud_score_char3_helmet,16417,0,|zone_source/zm_mod.zone|csv
87,image,uie_t7_zm_hud_score_char3_old,16414,0,|zone_source/zm_mod.zone|csv
88,image,uie_t7_zm_hud_score_char3_old_helmet,16421,0,|zone_source/zm_mod.zone|csv
89,image,uie_t7_zm_hud_score_char3_gold_helmet,16422,0,|zone_source/zm_mod.zone|csv
90,image,uie_t7_zm_hud_score_char3_mask,16415,0,|zone_source/zm_mod.zone|csv
91,image,uie_t7_zm_hud_score_char4,16410,0,|zone_source/zm_mod.zone|csv
92,image,uie_t7_zm_hud_score_char4_helmet,16417,0,|zone_source/zm_mod.zone|csv
93,image,uie_t7_zm_hud_score_char4_old,16414,0,|zone_source/zm_mod.zone|csv
94,image,uie_t7_zm_hud_score_char4_old_helmet,16421,0,|zone_source/zm_mod.zone|csv
95,image,uie_t7_zm_hud_score_char4_gold_helmet,16422,0,|zone_source/zm_mod.zone|csv
96,image,uie_t7_zm_hud_score_char4_mask,16415,0,|zone_source/zm_mod.zone|csv
97,image,uie_t7_zm_hud_score_char5,16410,0,|zone_source/zm_mod.zone|csv
98,image,uie_t7_zm_hud_score_char5_helmet,16417,0,|zone_source/zm_mod.zone|csv
99,image,uie_t7_zm_hud_score_char5_gold_helmet,16422,0,|zone_source/zm_mod.zone|csv
100,image,uie_t7_zm_hud_score_char5_mask,16415,0,|zone_source/zm_mod.zone|csv
101,image,uie_t7_zm_hud_score_char6,16410,0,|zone_source/zm_mod.zone|csv
102,image,uie_t7_zm_hud_score_char6_helmet,16417,0,|zone_source/zm_mod.zone|csv
103,image,uie_t7_zm_hud_score_char6_gold_helmet,16422,0,|zone_source/zm_mod.zone|csv
104,image,uie_t7_zm_hud_score_char6_mask,16415,0,|zone_source/zm_mod.zone|csv
105,image,uie_t7_zm_hud_score_char7,16410,0,|zone_source/zm_mod.zone|csv
106,image,uie_t7_zm_hud_score_char7_helmet,16417,0,|zone_source/zm_mod.zone|csv
107,image,uie_t7_zm_hud_score_char7_gold_helmet,16422,0,|zone_source/zm_mod.zone|csv
108,image,uie_t7_zm_hud_score_char7_mask,16415,0,|zone_source/zm_mod.zone|csv
109,image,uie_t7_zm_hud_score_char8,16410,0,|zone_source/zm_mod.zone|csv
110,image,uie_t7_zm_hud_score_char8_helmet,16417,0,|zone_source/zm_mod.zone|csv
111,image,uie_t7_zm_hud_score_char8_gold_helmet,16422,0,|zone_source/zm_mod.zone|csv
112,image,uie_t7_zm_hud_score_char8_mask,16415,0,|zone_source/zm_mod.zone|csv
113,image,uie_t7_zm_hud_score_ro635,16410,0,|zone_source/zm_mod.zone|csv
114,image,uie_t7_zm_hud_score_rfb,16408,0,|zone_source/zm_mod.zone|csv
115,image,uie_t7_zm_hud_score_g36c,16409,0,|zone_source/zm_mod.zone|csv
116,image,uie_t7_zm_hud_score_st_ar15,16412,0,|zone_source/zm_mod.zone|csv
117,image,uie_t7_zm_hud_score_m4a1,16409,0,|zone_source/zm_mod.zone|csv
118,image,uie_t7_zm_hud_score_tac50,16410,0,|zone_source/zm_mod.zone|csv
119,image,uie_t7_zm_hud_score_dima,16409,0,|zone_source/zm_mod.zone|csv
120,image,uie_t7_zm_hud_score_an94,16409,0,|zone_source/zm_mod.zone|csv
121,image,uie_t7_zm_hud_score_lenna,16410,0,|zone_source/zm_mod.zone|csv
122,image,uie_t7_zm_hud_score_macqiato,16413,0,|zone_source/zm_mod.zone|csv
123,image,uie_t7_zm_hud_score_centaureissi,16417,0,|zone_source/zm_mod.zone|csv
124,image,uie_t7_zm_hud_score_ripper,16411,0,|zone_source/zm_mod.zone|csv
125,image,uie_t7_zm_hud_score_vespid,16411,0,|zone_source/zm_mod.zone|csv
126,image,uie_t7_zm_hud_score_guard,16410,0,|zone_source/zm_mod.zone|csv
127,image,uie_t7_zm_hud_score_ouroboros,16414,0,|zone_source/zm_mod.zone|csv
128,image,uie_t7_zm_hud_score_dreamer,16412,0,|zone_source/zm_mod.zone|csv
129,image,t7_gfl_notification_hk416_gloomy,65569,0,|zone_source/zm_mod.zone|csv
130,image,img_loadscreen_zm_factory,26,2125328,|zone_source/zm_mod.zone|csv
131,image,t7_menu_zm_loadscreen_sumpf,28,2097152,|zone_source/zm_mod.zone|csv
132,image,t7_menu_zm_loadscreen_theater,30,2097152,|zone_source/zm_mod.zone|csv
133,image,t7_menu_zm_loadscreen_cosmodrome,33,2097152,|zone_source/zm_mod.zone|csv
134,image,t7_menu_zm_loadscreen_moon,27,2097152,|zone_source/zm_mod.zone|csv
135,image,t7_menu_zm_loadscreen_bus_depot,32,2097152,|zone_source/zm_mod.zone|csv
136,image,t7_menu_zm_loadscreen_dlc3,27,2097152,|zone_source/zm_mod.zone|csv
137,image,t7_menu_zm_loadscreen_castle,29,2097152,|zone_source/zm_mod.zone|csv
138,image,t7_menu_zm_loadscreen_zod,26,2097152,|zone_source/zm_mod.zone|csv
139,image,t7_menu_zm_loadscreen_giant,28,2097152,|zone_source/zm_mod.zone|csv
140,image,t7_menu_zm_loadscreen_cotd,27,2097152,|zone_source/zm_mod.zone|csv
141,image,t7_menu_zm_loadscreen_tomb,27,2097152,|zone_source/zm_mod.zone|csv
142,image,t7_menu_zm_loadscreen_island,29,2097152,|zone_source/zm_mod.zone|csv
143,image,t7_menu_zm_loadscreen_genesis,30,2097152,|zone_source/zm_mod.zone|csv
144,image,t7_menu_zm_loadscreen_prototype,32,2097152,|zone_source/zm_mod.zone|csv
145,image,t7_menu_zm_loadscreen_classified,33,2097152,|zone_source/zm_mod.zone|csv
146,image,t7_menu_zm_loadscreen_tuvong,29,2097152,|zone_source/zm_mod.zone|csv
147,image,t7_menu_zm_loadscreen_wing,27,2097152,|zone_source/zm_mod.zone|csv
148,image,t7_menu_zm_loadscreen_sanctuary,32,2097152,|zone_source/zm_mod.zone|csv
149,assetlist,,2353,0,
