38,G36C,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
39,Negev,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
40,G11,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
41,AK-Alfa,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
42,Vepley,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
43,Vespid,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
44,Ripper,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
45,Guard,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
46,Jaeger,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
47, ,4096,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_BLOCK 
48, ,4,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_NEXT_Y 
49,Contributors,2052,-1,150,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y CREDIT_LINE_ITALIC 
50, ,4096,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_BLOCK 
51,k7Ysh5A_4.1.,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
52,Scobalula,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
53,D3V Team,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
54,tesc,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
55,NateSmithZombies,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
56,ZoekMeMaar,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
57,DualVII,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
58,Markgasus,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
59,WarpSpider,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
60,shiversoftdev,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
61,KingslayerKyle,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
62,JariK,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
63, ,4096,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_BLOCK 
64, ,4,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_NEXT_Y 
65,Sound Effects,2052,-1,150,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y CREDIT_LINE_ITALIC 
66, ,4096,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_BLOCK 
67,Poppy,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
68,KuletXCore,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
69,diggy631,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
70, ,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
71, ,4096,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_BLOCK 
72, ,4,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_NEXT_Y 
73,Special Thanks,2052,-1,150,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y CREDIT_LINE_ITALIC 
74, ,4096,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_BLOCK 
75,MICA Team,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
76,Johnny,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
77,DYA37,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
78,Enclave General Yae,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
79,Amy Tsurimi,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
80,Shinrei,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
81,IOP Wiki,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
82,,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
83, ,4096,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_BLOCK 
84, ,4,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_NEXT_Y 
85,Beta Testers,2052,-1,150,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y CREDIT_LINE_ITALIC 
86, ,4096,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_BLOCK 
87,Amy Tsurimi,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
88,KuletXCore,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
89,Enclave General Yae,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
90,Commander Tremor,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
91,balk ,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
92,Void,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
93,Rao-Nyan,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
94,JACKRAY,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
95,,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
96,,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
97,,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
98, ,4096,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_BLOCK 
99, ,4,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_NEXT_Y 
100, ,16,-1,75,0,0,0,0,15,4500,0,CREDIT_LINE_FLUSH
101, ,128,-1,75,0,0,0,0,15,1000,0,CREDIT_LINE_WAIT 
102,Game Designed By,2050,-1,150,1,320,212.5441492,0,15,5000,1000,CREDIT_LINE_STATIC CREDIT_LINE_ITALIC 
103,treyarch_logo,258,-1,100,1,320,226.5441492,128,266.9117017,5000,1000,CREDIT_LINE_STATIC CREDIT_LINE_IMAGE 
104, ,128,-1,75,0,0,0,0,15,7500,0,CREDIT_LINE_WAIT 
105,Directed by,2050,-1,225,1,320,320,0,15,2000,1000,CREDIT_LINE_STATIC CREDIT_LINE_ITALIC 
106,Jason Blundell,2,-1,150,1,320,364.4444444,0,15,2000,1000,CREDIT_LINE_STATIC 
107,Dan Bunting,2,-1,150,1,320,400,0,15,2000,1000,CREDIT_LINE_STATIC 
108, ,128,-1,75,0,0,0,0,15,4500,0,CREDIT_LINE_WAIT 
109,Studio Design Director,2050,-1,225,1,320,230,0,15,2000,1000,CREDIT_LINE_STATIC CREDIT_LINE_ITALIC 
110,David Vonderhaar,2,-1,150,1,320,271.6666667,0,15,2000,1000,CREDIT_LINE_STATIC 
111,Studio Creative Director,2050,-1,225,1,320,334.1666667,0,15,2000,1000,CREDIT_LINE_STATIC CREDIT_LINE_ITALIC 
112,Corky Lehmkuhl,2,-1,150,1,320,375.8333333,0,15,2000,1000,CREDIT_LINE_STATIC 
113,Art Director,2050,-1,225,1,320,438.3333333,0,15,2000,1000,CREDIT_LINE_STATIC CREDIT_LINE_ITALIC 
114,Colin Whitney,2,-1,150,1,320,480,0,15,2000,1000,CREDIT_LINE_STATIC 
115, ,128,-1,75,0,0,0,0,15,4500,0,CREDIT_LINE_WAIT 
116,Senior Director of Technology,2050,-1,225,1,320,230,0,15,2000,1000,CREDIT_LINE_STATIC CREDIT_LINE_ITALIC 
117,David King,2,-1,150,1,320,271.6666667,0,15,2000,1000,CREDIT_LINE_STATIC 
118,Director of Technology,2050,-1,225,1,320,334.1666667,0,15,2000,1000,CREDIT_LINE_STATIC CREDIT_LINE_ITALIC 
119,Martin Donlon,2,-1,150,1,320,375.8333333,0,15,2000,1000,CREDIT_LINE_STATIC 
120,Director of Technology,2050,-1,225,1,320,438.3333333,0,15,2000,1000,CREDIT_LINE_STATIC CREDIT_LINE_ITALIC 
121,Trevor Walker,2,-1,150,1,320,480,0,15,2000,1000,CREDIT_LINE_STATIC 
122, ,128,-1,75,0,0,0,0,15,4500,0,CREDIT_LINE_WAIT 
123,Director of Production,2050,-1,225,1,320,230,0,15,2000,1000,CREDIT_LINE_STATIC CREDIT_LINE_ITALIC 
124,Pat Dwyer,2,-1,150,1,320,271.6666667,0,15,2000,1000,CREDIT_LINE_STATIC 
125,Animation Director,2050,-1,225,1,320,334.1666667,0,15,2000,1000,CREDIT_LINE_STATIC CREDIT_LINE_ITALIC 
126,Dom Drozdz,2,-1,150,1,320,375.8333333,0,15,2000,1000,CREDIT_LINE_STATIC 
127,Audio Director,2050,-1,225,1,320,438.3333333,0,15,2000,1000,CREDIT_LINE_STATIC CREDIT_LINE_ITALIC 
128,Brian Tuey,2,-1,150,1,320,480,0,15,2000,1000,CREDIT_LINE_STATIC 
129, ,128,-1,75,0,0,0,0,15,4500,0,CREDIT_LINE_WAIT 
130,Story By,2050,-1,225,1,320,320,0,15,2000,1000,CREDIT_LINE_STATIC CREDIT_LINE_ITALIC 
131,Jason Blundell,2,-1,150,1,320,364.4444444,0,15,2000,1000,CREDIT_LINE_STATIC 
132,Craig Houston,2,-1,150,1,320,400,0,15,2000,1000,CREDIT_LINE_STATIC 
133, ,16,-1,75,0,0,0,0,15,4500,0,CREDIT_LINE_FLUSH
134,scroll_sequence_1,512,-1,75,0,0,0,50,-10,2,0,CREDIT_LINE_MARKER 
135, ,4,-1,75,0,0,720,50,800,2,0,CREDIT_LINE_NEXT_Y 
136,logo,260,-1,100,1,320,0,222,42.66666667,2,0,CREDIT_LINE_NEXT_Y CREDIT_LINE_IMAGE 
137, ,4,-1,75,0,0,0,50,-10,2,0,CREDIT_LINE_NEXT_Y 
138, ,4,-1,75,0,0,0,50,-10,2,0,CREDIT_LINE_NEXT_Y 
139, ,4,-1,75,0,0,0,50,-10,2,0,CREDIT_LINE_NEXT_Y 
140,Director of Production,2052,-1,150,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y CREDIT_LINE_ITALIC 
141,Pat Dwyer,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
142, ,4,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_NEXT_Y 
143,Director of Development,2052,-1,150,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y CREDIT_LINE_ITALIC 
144,Cesar Stastny,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
145,,4,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_NEXT_Y 
146,Senior Producers,2052,-1,150,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y CREDIT_LINE_ITALIC 
147,Ben Brinkman,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
148,Sam Nouriani,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
149, ,4,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_NEXT_Y 
150,Producers,2052,-1,150,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y CREDIT_LINE_ITALIC 
151, ,4096,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_BLOCK 
152,Charles Connoy,4,-1,110,1,160,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
153,Daniel Donaho,4,-1,110,1,320,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
154,Michael Godsey,4,-1,110,1,480,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
155,Johal Gow,4,-1,110,1,160,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
156,Miles Leslie,4,-1,110,1,320,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
157,Don Oades,4,-1,110,1,480,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
158,Aaron Roseman,4,-1,110,1,160,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
159,Shane Sasaki,4,-1,110,1,480,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
160, ,4096,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_BLOCK 
161,,4,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_NEXT_Y 
162,Associate Producers,2052,-1,150,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y CREDIT_LINE_ITALIC 
163, ,4096,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_BLOCK 
164,"Adrienne ""Rizzo"" Arrasmith",4,-1,110,1,160,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
165,Steven Eldredge,4,-1,110,1,320,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
166,Ronnie Fazio,4,-1,110,1,480,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
167,Richard Garcia,4,-1,110,1,160,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
168,Zach Gonzalez,4,-1,110,1,320,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
169,Matt Group,4,-1,110,1,480,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
170,Andre Lawton,4,-1,110,1,160,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
171,Jacob Porter,4,-1,110,1,320,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
172,John Shubert,4,-1,110,1,480,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
173,Brent Toda,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
174, ,4096,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_BLOCK 
175, ,4,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_NEXT_Y 
176,Production Coordinators,2052,-1,150,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y CREDIT_LINE_ITALIC 
177, ,4096,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_BLOCK 
178,Christopher Baggio,4,-1,110,1,160,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
179,Michael Casalenuovo,4,-1,110,1,320,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
180,Tan La,4,-1,110,1,480,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
181,Colin Tistaert,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
182, ,4096,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_BLOCK 
183,,4,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_NEXT_Y 
184,Additional Production Support,2052,-1,150,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y CREDIT_LINE_ITALIC 
185,Anna Donlon,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
186,,4,-1,110,0,0,0,400,-10,2,0,CREDIT_LINE_NEXT_Y 
187, ,4,-1,110,0,0,0,400,-10,2,0,CREDIT_LINE_NEXT_Y 
188,,4,-1,110,0,0,0,400,-10,2,0,CREDIT_LINE_NEXT_Y 
189, ,4,-1,110,0,0,0,400,-10,2,0,CREDIT_LINE_NEXT_Y 
190,Senior Director of Technology,2052,-1,150,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y CREDIT_LINE_ITALIC 
191,David King,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
192, ,4,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_NEXT_Y 
193,Directors of Technology,2052,-1,150,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y CREDIT_LINE_ITALIC 
194,Martin Donlon,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
195,Trevor Walker,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
196,,4,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_NEXT_Y 
197,Technical Directors,2052,-1,150,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y CREDIT_LINE_ITALIC 
198, ,4096,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_BLOCK 
199,Matthew Kimberling,4,-1,110,1,160,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
200,Dimitar Lazarov,4,-1,110,1,320,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
201,Thomas McDevitt,4,-1,110,1,480,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
202,Eran Rich,4,-1,110,1,160,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
203,James Snider,4,-1,110,1,320,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
204,Krassimir Touevsky,4,-1,110,1,480,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
205, ,4096,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_BLOCK 
206, ,4,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_NEXT_Y 
207,Lead Engineers,2052,-1,150,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y CREDIT_LINE_ITALIC 
208,Alexander Conserva,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
209,Peter Livingstone,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
210, ,4,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_NEXT_Y 
211,Principal Engineers,2052,-1,150,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y CREDIT_LINE_ITALIC 
212,Marcus Goodey,4,-1,110,1,160,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
213,Johan Kohler,4,-1,110,1,320,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
214,Daniel Leslie,4,-1,110,1,480,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
215, ,4,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_NEXT_Y 
216,Expert Engineers,2052,-1,150,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y CREDIT_LINE_ITALIC 
217, ,4096,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_BLOCK 
218,Blair Bitonti,4,-1,110,1,160,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
219,Stephen McCaul,4,-1,110,1,320,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
220,Dan Olson,4,-1,110,1,480,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
221,Jivko Velev,4,-1,110,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
222, ,4096,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_BLOCK 
223, ,4,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_NEXT_Y 
224,Senior Engineers,2052,-1,150,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y CREDIT_LINE_ITALIC 
225, ,4096,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_BLOCK 
226,Mohamed Ali,4,-1,110,1,160,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
227,Pravin Babar,4,-1,110,1,320,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
228,Amit Kumar Bhura,4,-1,110,1,480,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
229,Stephen Crowe,4,-1,110,1,160,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
230,Micah Dedmon,4,-1,110,1,320,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
231,Adam Demers,4,-1,110,1,480,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
232,Jose Doran,4,-1,110,1,160,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
233,Ryan Feltrin,4,-1,110,1,320,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
234,Ryan Higa,4,-1,110,1,480,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
235,JT Hooker,4,-1,110,1,160,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
236,Lei Hu,4,-1,110,1,320,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
237,Sumeet Jakatdar,4,-1,110,1,480,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
238,Thomas Keegan,4,-1,110,1,160,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
239,Charles Knowlton,4,-1,110,1,320,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
240,Juan Morelli,4,-1,110,1,480,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
241,Kevin Myers,4,-1,110,1,160,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
242,Bharathwaj Nandakumar,4,-1,110,1,320,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
243,Evan Olson,4,-1,110,1,480,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
244,Ewan Oughton,4,-1,110,1,160,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
245,Bryan Pearson,4,-1,110,1,320,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
246,Diarmaid Roche,4,-1,110,1,480,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
247,Varun Sharma,4,-1,110,1,160,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
248,Nicolas Silvagni,4,-1,110,1,320,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
249,Christopher Strickland,4,-1,110,1,480,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
250,Michael Uhlik,4,-1,110,1,160,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
251,David Young,4,-1,110,1,320,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
252,Leonardo Zide,4,-1,110,1,480,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
253,,4096,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_BLOCK 
254,,4,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_NEXT_Y 
255,Engineers,2052,-1,150,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y CREDIT_LINE_ITALIC 
256, ,4096,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_BLOCK 
257,Daniel Baker,4,-1,110,1,160,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
258,Penny Chock,4,-1,110,1,320,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
259,Eric Feldman,4,-1,110,1,480,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
260,Anthony Ku,4,-1,110,1,160,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
261,Alex Leonard,4,-1,110,1,320,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
262,Jasim Qazi,4,-1,110,1,480,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
263,Mark Soriano,4,-1,110,1,160,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
264,JD Tomlinson,4,-1,110,1,480,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
265, ,4096,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_BLOCK 
266,,4,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_NEXT_Y 
267,Associate Engineers,2052,-1,150,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y CREDIT_LINE_ITALIC 
268, ,4096,-1,110,0,0,0,400,-20,2,0,CREDIT_LINE_BLOCK 
269,Jonathan Albaugh,4,-1,110,1,160,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
270,Sabarish Chandramouli,4,-1,110,1,320,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
271,Jeffrey Colvin,4,-1,110,1,480,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
272,Ruoyao Ma,4,-1,110,1,160,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
273,Kethan Tellis,4,-1,110,1,320,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
274,Laurence Wong,4,-1,110,1,480,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
