a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18,t19,u20,v21,w22,x23,y24,
272,0,1,global,kills_one_life_fastmags_and_extclip,CHALLENGE_HANDLING_KILLS_ONE_LIFE_FAST_MAGS_AND_EXT_CLIP,750,,,,mastery_handling,,EM_BACK_HANDLING_kills_one_life_fastmags_and_extclip,,1,,combathandling,,,,,,,,,
273,0,25,global,kills_sprinting_dual_wield_and_gung_ho,CHALLENGE_HANDLING_KILLS_SPRINTING_DUAL_WIELD_AND_GUNG_HO,750,,,,mastery_handling,,EM_BACK_HANDLING_kills_sprinting_dual_wield_and_gung_ho,,1,,combathandling,,,,,,,,,
274,0,50,global,kills_ads_stock_and_cpu,CHALLENGE_HANDLING_KILLS_ADS_STOCK_AND_CPU,750,,,,mastery_handling,,EM_BACK_HANDLING_kills_ads_stock_and_cpu,,1,,combathandling,,,,,,,,,
275,0,50,global,kills_extclip_grip_fastmag_quickdraw_stock,CHALLENGE_HANDLING_KILLS_EXT_CLIP_FAST_MAG_QUICKDRAW_STOCK,750,,,,mastery_handling,,EM_BACK_HANDLING_kills_extclip_grip_fastmag_quickdraw_stock,,1,,combathandling,,,,,,,,,
276,0,12,global,mastery_handling,CHALLENGE_MASTERY_HANDLING,5000,,,,completed_all_challenges,,EM_BACK_HANDLING_master,,1,,combathandling,,1,,1,,,,,
277,0,10,attachment,kills,CHALLENGE_EFFICIENCY_ATTACHMENT_KILLS,250,,,,,,,damage suppressed  extbarrel   rf,1,,combatefficiency,,,,,,,,,
278,1,25,attachment,kills,CHALLENGE_EFFICIENCY_ATTACHMENT_KILLS,500,,,,,,,damage suppressed  extbarrel   rf,1,,combatefficiency,,,,,,,,,
279,2,75,attachment,kills,CHALLENGE_EFFICIENCY_ATTACHMENT_KILLS,750,,,,,,,damage suppressed  extbarrel   rf,1,,combatefficiency,,,,,,,,,
280,3,100,attachment,kills,CHALLENGE_EFFICIENCY_ATTACHMENT_KILLS,1500,,,,,,,damage suppressed  extbarrel   rf,1,,combatefficiency,,,,,,,,,
281,4,300,attachment,kills,CHALLENGE_EFFICIENCY_ATTACHMENT_KILLS,3000,,,,mastery_efficiency,,EM_BACK_EFFICIENCY_,damage suppressed  extbarrel   rf,1,,combatefficiency,,,,,1,,,,
282,0,10,attachment,kills,CHALLENGE_EFFICIENCY_ATTACHMENT_KILLS,250,,,,,,,steadyaim,1,,combatefficiency,,,,,,,,,
283,1,25,attachment,kills,CHALLENGE_EFFICIENCY_ATTACHMENT_KILLS,500,,,,,,,steadyaim,1,,combatefficiency,,,,,,,,,
284,2,75,attachment,kills,CHALLENGE_EFFICIENCY_ATTACHMENT_KILLS,750,,,,,,,steadyaim,1,,combatefficiency,,,,,,,,,
285,3,100,attachment,kills,CHALLENGE_EFFICIENCY_ATTACHMENT_KILLS,1500,,,,,,,steadyaim,1,,combatefficiency,,,,,,,,,
286,4,300,attachment,kills,CHALLENGE_EFFICIENCY_ATTACHMENT_KILLS,3000,,,,mastery_efficiency,,EM_BACK_EFFICIENCY_,steadyaim,1,,combatefficiency,,,,,1,,,,
287,0,10,attachment,headshot,CHALLENGE_EFFICIENCY_HIGH_CALIBER_HEADSHOT,250,,,,,,,damage suppressed  extbarrel steadyaim  rf,1,,combatefficiency,,,,,,,,,
288,1,25,attachment,headshot,CHALLENGE_EFFICIENCY_HIGH_CALIBER_HEADSHOT,500,,,,,,,damage suppressed  extbarrel steadyaim  rf,1,,combatefficiency,,,,,,,,,
289,2,75,attachment,headshot,CHALLENGE_EFFICIENCY_HIGH_CALIBER_HEADSHOT,750,,,,,,,damage suppressed  extbarrel steadyaim  rf,1,,combatefficiency,,,,,,,,,
290,3,100,attachment,headshot,CHALLENGE_EFFICIENCY_HIGH_CALIBER_HEADSHOT,1500,,,,,,,damage suppressed  extbarrel steadyaim  rf,1,,combatefficiency,,,,,,,,,
291,4,300,attachment,headshot,CHALLENGE_EFFICIENCY_HIGH_CALIBER_HEADSHOT,3000,,,,mastery_efficiency,,,damage suppressed  extbarrel steadyaim  rf,1,,combatefficiency,,,,,,,,,
292,0,10,global,kill_enemy_through_wall_with_fmj,CHALLENGE_EFFICIENCY_KILL_ENEMY_THROUGH_WALL_WITH_FMJ,250,,,,,,,,1,,combatefficiency,,,,,,,,,
293,1,25,global,kill_enemy_through_wall_with_fmj,CHALLENGE_EFFICIENCY_KILL_ENEMY_THROUGH_WALL_WITH_FMJ,500,,,,,,,,1,,combatefficiency,,,,,,,,,
294,2,75,global,kill_enemy_through_wall_with_fmj,CHALLENGE_EFFICIENCY_KILL_ENEMY_THROUGH_WALL_WITH_FMJ,750,,,,,,,,1,,combatefficiency,,,,,,,,,
295,3,100,global,kill_enemy_through_wall_with_fmj,CHALLENGE_EFFICIENCY_KILL_ENEMY_THROUGH_WALL_WITH_FMJ,1500,,,,,,,,1,,combatefficiency,,,,,,,,,
296,4,300,global,kill_enemy_through_wall_with_fmj,CHALLENGE_EFFICIENCY_KILL_ENEMY_THROUGH_WALL_WITH_FMJ,3000,,,,mastery_efficiency,,EM_BACK_EFFICIENCY_kill_enemy_through_wall_with_fmj,,1,,combatefficiency,,,,,,,,,
297,0,25,global,headshot_fmj_highcaliber_longbarrel,CHALLENGE_EFFICIENCY_HEADSHOT_FMJ_HIGHCALIBER_LONGBARREL,750,,,,mastery_efficiency,,EM_BACK_EFFICIENCY_headshot_fmj_highcaliber_longbarrel,,1,,combatefficiency,,,,,,,,,
298,0,25,global,kills_hipfire_rapidfire_lasersights_fasthands,CHALLENGE_EFFICIENCY_KILLS_HIPFIRE_RAPIDFIRE_LASERSIGHTS_FASTHANDS,750,,,,mastery_efficiency,,EM_BACK_EFFICIENCY_kills_hipfire_rapidfire_lasersights_fasthands,,1,,combatefficiency,,,,,,,,,
299,0,25,global,kills_suppressor_ghost_hardwired_blastsuppressor,CHALLENGE_EFFICIENCY_KILLS_SUPPRESSOR_GHOST_HARDWIRED_BLASTSUPPRESSOR,750,,,,mastery_efficiency,,EM_BACK_EFFICIENCY_kills_suppressor_ghost_hardwired_blastsuppressor,,1,,combatefficiency,,,,,,,,,
300,0,10,global,long_shot_longbarrel_suppressor_optic,CHALLENGE_EFFICIENCY_LONG_SHOT_LONGBARREL_SUPPRESSOR_OPTIC,750,,,,mastery_efficiency,,EM_BACK_EFFICIENCY_long_shot_longbarrel_suppressor_optic,,1,,combatefficiency,,,,,,,,,
301,0,5,global,destroy_scorestreak_rapidfire_fmj,CHALLENGE_EFFICIENCY_DESTROY_SCORESTREAK_RAPIDFIRE_FMG,750,,,,mastery_efficiency,,EM_BACK_EFFICIENCY_destroy_scorestreak_rapidfire_fmj,,1,,combatefficiency,,,,,,,,,
302,0,25,global,kills_pistol_lasersight_suppressor_longbarrel,CHALLENGE_EFFICIENCY_KILLS_PISTOL_LASERSIGHT_SUPPRESSOR_LONGBARREL,750,,,,mastery_efficiency,,EM_BACK_EFFICIENCY_kills_pistol_lasersight_suppressor_longbarrel,,1,,combatefficiency,,,,,,,,,
303,0,12,global,mastery_efficiency,CHALLENGE_MASTERY_EFFICIENCY,5000,,,,completed_all_challenges,,EM_BACK_EFFICIENCY_master,,1,,combatefficiency,,1,,1,,,,,
304,0,10,weapon_grenade,kills,CHALLENGE_LETHALS_KILLS,250,,,,,,,frag_grenade hatchet sticky_grenade satchel_charge bouncingbetty incendiary_grenade,1,,lethals,,,,,,,,,
305,1,25,weapon_grenade,kills,CHALLENGE_LETHALS_KILLS,500,,,,,,,frag_grenade hatchet sticky_grenade satchel_charge bouncingbetty incendiary_grenade,1,,lethals,,,,,,,,,
306,2,75,weapon_grenade,kills,CHALLENGE_LETHALS_KILLS,750,,,,,,,frag_grenade hatchet sticky_grenade satchel_charge bouncingbetty incendiary_grenade,1,,lethals,,,,,,,,,
307,3,100,weapon_grenade,kills,CHALLENGE_LETHALS_KILLS,1500,,,,,,,frag_grenade hatchet sticky_grenade satchel_charge bouncingbetty incendiary_grenade,1,,lethals,,,,,,,,,
308,4,300,weapon_grenade,kills,CHALLENGE_LETHALS_KILLS,3000,,,,mastery_lethals,,EM_BACK_LETHALS_,frag_grenade hatchet sticky_grenade satchel_charge bouncingbetty incendiary_grenade,1,,lethals,,,,,1,,,,
309,0,1,global,kills_double_kill_3_lethal,CHALLENGE_LETHALS_KILLS_DOUBLE_3_LETHAL,750,,,,mastery_lethals,,EM_BACK_LETHALS_kills_double_kill_3_lethal,,1,,lethals,,,,,,,,,
310,0,5,global,kills_first_throw_both_hatchets,CHALLENGE_LETHALS_KILLS_FIRST_THROW_BOTH_HATCHETS,750,,,,mastery_lethals,,EM_BACK_LETHALS_kills_first_throw_both_hatchets,,1,,lethals,,,,,,,,,
311,0,1,global,kills_3_resupplied_nade_one_life,CHALLENGE_LETHALS_KILLS_3_RESUPPLIED_NADE_ONE_LIFE,750,,,,mastery_lethals,,EM_BACK_LETHALS_kills_3_resupplied_nade_one_life,,1,,lethals,,,,,,,,,
312,0,10,global,kill_with_cooked_grenade,CHALLENGE_LETHALS_KILL_WITH_COOKED_GRENADE,750,,,,mastery_lethals,,EM_BACK_LETHALS_kill_with_cooked_grenade,,1,,lethals,,,,,,,,,
313,0,25,global,kill_trip_mine_shocked,CHALLENGE_LETHALS_KILL_TRIP_MINE_SHOCKED,750,,,,mastery_lethals,,EM_BACK_LETHALS_kill_trip_mine_shocked,,1,,lethals,,,,,,,,,
314,0,1,global,kill_stun_lethal,CHALLENGE_LETHALS_KILL_STUN_LETHAL,750,,,,mastery_lethals,,EM_BACK_LETHALS_kill_stun_lethal,,1,,lethals,,,,,,,,,
315,0,12,global,mastery_lethals,CHALLENGE_MASTERY_LETHALS,5000,,,,completed_all_challenges,,EM_BACK_LETHALS_master,,1,,lethals,,1,,1,,,,,
316,0,10,global,kill_shocked_enemy,CHALLENGE_TACTICAL_KILL_SHOCKED_ENEMY,500,,,,,,,,1,,tacticals,,,,,,,,,
317,1,25,global,kill_shocked_enemy,CHALLENGE_TACTICAL_KILL_SHOCKED_ENEMY,1000,,,,,,,,1,,tacticals,,,,,,,,,
318,2,50,global,kill_shocked_enemy,CHALLENGE_TACTICAL_KILL_SHOCKED_ENEMY,2500,,,,,,,,1,,tacticals,,,,,,,,,
319,3,75,global,kill_shocked_enemy,CHALLENGE_TACTICAL_KILL_SHOCKED_ENEMY,5000,,,,,,,,1,,tacticals,,,,,,,,,
320,4,100,global,kill_shocked_enemy,CHALLENGE_TACTICAL_KILL_SHOCKED_ENEMY,7500,,,,mastery_tactical,,EM_BACK_TACTICALS_kill_shocked_enemy,,1,,tacticals,,,,,,,,,
321,0,10,global,destroy_equipment_with_emp_grenade,CHALLENGE_TACTICAL_DESTROY_EQUIPMENT_WITH_EMP_GRENADE,500,,,,,,,,1,,tacticals,,,,,,,,,
322,1,25,global,destroy_equipment_with_emp_grenade,CHALLENGE_TACTICAL_DESTROY_EQUIPMENT_WITH_EMP_GRENADE,1000,,,,,,,,1,,tacticals,,,,,,,,,
323,2,50,global,destroy_equipment_with_emp_grenade,CHALLENGE_TACTICAL_DESTROY_EQUIPMENT_WITH_EMP_GRENADE,2500,,,,,,,,1,,tacticals,,,,,,,,,
324,3,75,global,destroy_equipment_with_emp_grenade,CHALLENGE_TACTICAL_DESTROY_EQUIPMENT_WITH_EMP_GRENADE,5000,,,,,,,,1,,tacticals,,,,,,,,,
325,4,100,global,destroy_equipment_with_emp_grenade,CHALLENGE_TACTICAL_DESTROY_EQUIPMENT_WITH_EMP_GRENADE,7500,,,,mastery_tactical,,EM_BACK_TACTICALS_destroy_equipment_with_emp_grenade,,1,,tacticals,,,,,,,,,
326,0,10,global,kill_concussed_enemy,CHALLENGE_TACTICAL_KILL_CONCUSSED_ENEMY,500,,,,,,,,1,,tacticals,,,,,,,,,
327,1,25,global,kill_concussed_enemy,CHALLENGE_TACTICAL_KILL_CONCUSSED_ENEMY,1000,,,,,,,,1,,tacticals,,,,,,,,,
328,2,75,global,kill_concussed_enemy,CHALLENGE_TACTICAL_KILL_CONCUSSED_ENEMY,2500,,,,,,,,1,,tacticals,,,,,,,,,
329,3,150,global,kill_concussed_enemy,CHALLENGE_TACTICAL_KILL_CONCUSSED_ENEMY,5000,,,,,,,,1,,tacticals,,,,,,,,,
330,4,300,global,kill_concussed_enemy,CHALLENGE_TACTICAL_KILL_CONCUSSED_ENEMY,7500,,,,mastery_tactical,,EM_BACK_TACTICALS_kill_concussed_enemy,,1,,tacticals,,,,,,,,,
331,0,10,global,kill_flashed_enemy,CHALLENGE_TACTICAL_KILL_FLASHED_ENEMY,500,,,,,,,,1,,tacticals,,,,,,,,,
332,1,25,global,kill_flashed_enemy,CHALLENGE_TACTICAL_KILL_FLASHED_ENEMY,1000,,,,,,,,1,,tacticals,,,,,,,,,
333,2,75,global,kill_flashed_enemy,CHALLENGE_TACTICAL_KILL_FLASHED_ENEMY,2500,,,,,,,,1,,tacticals,,,,,,,,,
334,3,150,global,kill_flashed_enemy,CHALLENGE_TACTICAL_KILL_FLASHED_ENEMY,5000,,,,,,,,1,,tacticals,,,,,,,,,
335,4,300,global,kill_flashed_enemy,CHALLENGE_TACTICAL_KILL_FLASHED_ENEMY,7500,,,,mastery_tactical,,EM_BACK_TACTICALS_kill_flashed_enemy,,1,,tacticals,,,,,,,,,
336,0,10,global,capture_objective_in_smoke,CHALLENGE_TACTICAL_CAPTURE_OBJECTIVE_IN_SMOKE,500,,,,,,,,1,,tacticals,,,,,,,,,
337,1,25,global,capture_objective_in_smoke,CHALLENGE_TACTICAL_CAPTURE_OBJECTIVE_IN_SMOKE,1000,,,,,,,,1,,tacticals,,,,,,,,,
338,2,50,global,capture_objective_in_smoke,CHALLENGE_TACTICAL_CAPTURE_OBJECTIVE_IN_SMOKE,2500,,,,,,,,1,,tacticals,,,,,,,,,
339,3,75,global,capture_objective_in_smoke,CHALLENGE_TACTICAL_CAPTURE_OBJECTIVE_IN_SMOKE,5000,,,,,,,,1,,tacticals,,,,,,,,,
340,4,100,global,capture_objective_in_smoke,CHALLENGE_TACTICAL_CAPTURE_OBJECTIVE_IN_SMOKE,7500,,,,mastery_tactical,,EM_BACK_TACTICALS_capture_objective_in_smoke,,1,,tacticals,,,,,,,,,
341,0,10,global,destroy_explosive_with_trophy,CHALLENGE_TACTICAL_DESTROY_EXPLOSIVE_WITH_TROPHY,500,,,,,,,,1,,tacticals,,,,,,,,,
342,1,25,global,destroy_explosive_with_trophy,CHALLENGE_TACTICAL_DESTROY_EXPLOSIVE_WITH_TROPHY,1000,,,,,,,,1,,tacticals,,,,,,,,,
343,2,50,global,destroy_explosive_with_trophy,CHALLENGE_TACTICAL_DESTROY_EXPLOSIVE_WITH_TROPHY,2500,,,,,,,,1,,tacticals,,,,,,,,,
344,3,75,global,destroy_explosive_with_trophy,CHALLENGE_TACTICAL_DESTROY_EXPLOSIVE_WITH_TROPHY,5000,,,,,,,,1,,tacticals,,,,,,,,,
345,4,100,global,destroy_explosive_with_trophy,CHALLENGE_TACTICAL_DESTROY_EXPLOSIVE_WITH_TROPHY,7500,,,,mastery_tactical,,EM_BACK_TACTICALS_destroy_explosive_with_trophy,,1,,tacticals,,,,,,,,,
346,0,10,global,hack_enemy_target,CHALLENGE_TACTICAL_HACK_ENEMY_ENTITY,500,,,,,,,,1,,tacticals,,,,,,,,,
347,1,25,global,hack_enemy_target,CHALLENGE_TACTICAL_HACK_ENEMY_ENTITY,1000,,,,,,,,1,,tacticals,,,,,,,,,
348,2,50,global,hack_enemy_target,CHALLENGE_TACTICAL_HACK_ENEMY_ENTITY,2500,,,,,,,,1,,tacticals,,,,,,,,,
349,3,75,global,hack_enemy_target,CHALLENGE_TACTICAL_HACK_ENEMY_ENTITY,5000,,,,,,,,1,,tacticals,,,,,,,,,
350,4,100,global,hack_enemy_target,CHALLENGE_TACTICAL_HACK_ENEMY_ENTITY,7500,,,,mastery_tactical,,EM_BACK_TACTICALS_hack_enemy_target,,1,,tacticals,,,,,,,,,
351,0,50,global,capture_objective_tactician,CHALLENGE_TACTICAL_CAPTURE_OBJECTIVE_TACTICIAN,750,,,,mastery_tactical,,EM_BACK_TACTICALS_capture_objective_tactician,,1,,tacticals,,,,,,,,,
352,0,50,global,destroy_equipment_with_emp_engineer,CHALLENGE_TACTICAL_DESTROY_EQUIPMENT_WITH_EMP_ENGINEER,750,,,,mastery_tactical,,EM_BACK_TACTICALS_destroy_equipment_with_emp_engineer,,1,,tacticals,,,,,,,,,
353,0,25,global,hack_streak_with_blindeye_or_engineer,CHALLENGE_TACTICAL_HACK_STREAK_WITH_BLINDEYE_OR_ENGINEER,750,,,,mastery_tactical,,EM_BACK_TACTICALS_hack_streak_with_blindeye_or_engineer,,1,,tacticals,,,,,,,,,
354,0,15,global,kill_with_thermal_and_smoke_ads,CHALLENGE_TACTICAL_KILL_WITH_THERMAL_AND_SMOKE_ADS,750,,,,mastery_tactical,,EM_BACK_TACTICALS_kill_with_thermal_and_smoke_ads,,1,,tacticals,,,,,,,,,
355,0,15,global,protect_streak_with_trophy,CHALLENGE_TACTICAL_PROTECT_STREAK_WITH_TROPHY,750,,,,mastery_tactical,,EM_BACK_TACTICALS_protect_streak_with_trophy,,1,,tacticals,,,,,,,,,
356,0,12,global,mastery_tactical,CHALLENGE_MASTERY_TACTICAL,5000,,,,completed_all_challenges,,EM_BACK_TACTICALS_master,,1,,tacticals,,1,,1,,,,,
357,0,10,global,kills_after_jumping_or_sliding,CHALLENGE_PERK_1_KILLS_AFTER_JUMPING_OR_SLIDING,500,,,,,,,,1,,perks1,,,,,,,,,
358,1,25,global,kills_after_jumping_or_sliding,CHALLENGE_PERK_1_KILLS_AFTER_JUMPING_OR_SLIDING,1000,,,,,,,,1,,perks1,,,,,,,,,
359,2,50,global,kills_after_jumping_or_sliding,CHALLENGE_PERK_1_KILLS_AFTER_JUMPING_OR_SLIDING,2500,,,,,,,,1,,perks1,,,,,,,,,
360,3,75,global,kills_after_jumping_or_sliding,CHALLENGE_PERK_1_KILLS_AFTER_JUMPING_OR_SLIDING,5000,,,,,,,,1,,perks1,,,,,,,,,
361,4,100,global,kills_after_jumping_or_sliding,CHALLENGE_PERK_1_KILLS_AFTER_JUMPING_OR_SLIDING,7500,,,,mastery_perk_1,,EM_BACK_PERKS1_kills_after_jumping_or_sliding,,1,,perks1,,,,,,,,,
362,0,10,global,kill_enemy_sixth_sense,CHALLENGE_PERK_1_KILL_ENEMY_SIXTH_SENSE,500,,,,,,,,1,,perks1,,,,,,,,,
363,1,25,global,kill_enemy_sixth_sense,CHALLENGE_PERK_1_KILL_ENEMY_SIXTH_SENSE,1000,,,,,,,,1,,perks1,,,,,,,,,
364,2,50,global,kill_enemy_sixth_sense,CHALLENGE_PERK_1_KILL_ENEMY_SIXTH_SENSE,2500,,,,,,,,1,,perks1,,,,,,,,,
365,3,75,global,kill_enemy_sixth_sense,CHALLENGE_PERK_1_KILL_ENEMY_SIXTH_SENSE,5000,,,,,,,,1,,perks1,,,,,,,,,
366,4,100,global,kill_enemy_sixth_sense,CHALLENGE_PERK_1_KILL_ENEMY_SIXTH_SENSE,7500,,,,mastery_perk_1,,EM_BACK_PERKS1_kill_enemy_sixth_sense,,1,,perks1,,,,,,,,,
367,0,25,global,destroy_ai_aircraft_using_blindeye,CHALLENGE_PERK_1_DESTROY_AI_AIRCRAFT_USING_BLINDEYE,500,,,,,,,,1,,perks1,,,,,,,,,
368,1,50,global,destroy_ai_aircraft_using_blindeye,CHALLENGE_PERK_1_DESTROY_AI_AIRCRAFT_USING_BLINDEYE,1000,,,,,,,,1,,perks1,,,,,,,,,
369,2,100,global,destroy_ai_aircraft_using_blindeye,CHALLENGE_PERK_1_DESTROY_AI_AIRCRAFT_USING_BLINDEYE,2500,,,,,,,,1,,perks1,,,,,,,,,
370,3,150,global,destroy_ai_aircraft_using_blindeye,CHALLENGE_PERK_1_DESTROY_AI_AIRCRAFT_USING_BLINDEYE,5000,,,,,,,,1,,perks1,,,,,,,,,
371,4,200,global,destroy_ai_aircraft_using_blindeye,CHALLENGE_PERK_1_DESTROY_AI_AIRCRAFT_USING_BLINDEYE,7500,,,,mastery_perk_1,,EM_BACK_PERKS1_destroy_ai_aircraft_using_blindeye,,1,,perks1,,,,,,,,,
372,0,10,global,survive_with_flak,CHALLENGE_PERK_1_SURVIVE_WITH_FLAK,500,,,,,,,,1,,perks1,,,,,,,,,
373,1,25,global,survive_with_flak,CHALLENGE_PERK_1_SURVIVE_WITH_FLAK,1000,,,,,,,,1,,perks1,,,,,,,,,
374,2,50,global,survive_with_flak,CHALLENGE_PERK_1_SURVIVE_WITH_FLAK,2500,,,,,,,,1,,perks1,,,,,,,,,
375,3,75,global,survive_with_flak,CHALLENGE_PERK_1_SURVIVE_WITH_FLAK,5000,,,,,,,,1,,perks1,,,,,,,,,
376,4,100,global,survive_with_flak,CHALLENGE_PERK_1_SURVIVE_WITH_FLAK,7500,,,,mastery_perk_1,,EM_BACK_PERKS1_survive_with_flak,,1,,perks1,,,,,,,,,
377,0,25,global,kill_with_specialist_overclock,CHALLENGE_PERK_1_KILL_WITH_SPECIALIST_OVERCLOCK,500,,,,,,,,1,,perks1,,,,,,,,,
378,1,50,global,kill_with_specialist_overclock,CHALLENGE_PERK_1_KILL_WITH_SPECIALIST_OVERCLOCK,1000,,,,,,,,1,,perks1,,,,,,,,,
379,2,100,global,kill_with_specialist_overclock,CHALLENGE_PERK_1_KILL_WITH_SPECIALIST_OVERCLOCK,2500,,,,,,,,1,,perks1,,,,,,,,,
380,3,150,global,kill_with_specialist_overclock,CHALLENGE_PERK_1_KILL_WITH_SPECIALIST_OVERCLOCK,5000,,,,,,,,1,,perks1,,,,,,,,,
381,4,200,global,kill_with_specialist_overclock,CHALLENGE_PERK_1_KILL_WITH_SPECIALIST_OVERCLOCK,7500,,,,mastery_perk_1,,EM_BACK_PERKS1_kill_with_specialist_overclock,,1,,perks1,,,,,,,,,
382,0,10,global,kill_uav_enemy_with_ghost,CHALLENGE_PERK_1_KILL_UAV_ENEMY_WITH_GHOST,500,,,,,,,,1,,perks1,,,,,,,,,
383,1,25,global,kill_uav_enemy_with_ghost,CHALLENGE_PERK_1_KILL_UAV_ENEMY_WITH_GHOST,1000,,,,,,,,1,,perks1,,,,,,,,,
384,2,50,global,kill_uav_enemy_with_ghost,CHALLENGE_PERK_1_KILL_UAV_ENEMY_WITH_GHOST,2500,,,,,,,,1,,perks1,,,,,,,,,
385,3,75,global,kill_uav_enemy_with_ghost,CHALLENGE_PERK_1_KILL_UAV_ENEMY_WITH_GHOST,5000,,,,,,,,1,,perks1,,,,,,,,,
386,4,100,global,kill_uav_enemy_with_ghost,CHALLENGE_PERK_1_KILL_UAV_ENEMY_WITH_GHOST,7500,,,,mastery_perk_1,,EM_BACK_PERKS1_kill_uav_enemy_with_ghost,,1,,perks1,,,,,,,,,
387,0,10,global,kill_enemy_survive_flak,CHALLENGE_PERK_1_KILL_ENEMY_SURVIVE_FLAK,750,,,,mastery_perk_1,,EM_BACK_PERKS1_kill_enemy_survive_flak,,1,,perks1,,,,,,,,,
388,0,50,global,kill_blindeye_ghost_aircraft,CHALLENGE_PERK_1_KILL_BLIND_EYE_GHOST_AIRCRAFT,750,,,,mastery_perk_1,,EM_BACK_PERKS1_kill_blindeye_ghost_aircraft,,1,,perks1,,,,,,,,,
389,0,10,global,kill_overclock_afterburner_specialist_weapon_after_thrust,CHALLENGE_PERK_1_KILL_OVERCLOCK_AFTERBURNER_SPECIALIST_WEAPON_AFTER_THRUST,750,,,,mastery_perk_1,,EM_BACK_PERKS1_kill_overclock_afterburner_specialist_weapon_after_thrust,,1,,perks1,,,,,,,,,
390,0,25,global,kill_sixthsense_awareness,CHALLENGE_PERK_1_KILL_SIXTH_SENSE_AWARENESS,750,,,,mastery_perk_1,,EM_BACK_PERKS1_kill_sixthsense_awareness,,1,,perks1,,,,,,,,,
391,0,25,global,kill_flak_tac_while_stunned,CHALLENGE_PERK_1_KILL_FLAK_TAC_WHILE_STUNNED,750,,,,mastery_perk_1,,EM_BACK_PERKS1_kill_flak_tac_while_stunned,,1,,perks1,,,,,,,,,
392,0,1,global,destroy_air_and_ground_blindeye_coldblooded,CHALLENGE_PERK_1_DESTROY_AIR_AND_GROUND_BLINDEYE_COLDBLOODED,750,,,,mastery_perk_1,,EM_BACK_PERKS1_destroy_air_and_ground_blindeye_coldblooded,,1,,perks1,,,,,,,,,
393,0,12,global,mastery_perk_1,CHALLENGE_MASTERY_PERK_1,5000,,,,completed_all_challenges,,EM_BACK_PERKS1_master,,1,,perks1,,1,,1,,,,,
