a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18,t19,u20,v21,w22,x23,y24,
1140,0,3,global,secondary_mastery,CHALLENGE_EMPTY_STRING,0,,,,special_crossbow_for_diamond,,,special_crossbow,,,,,,,,,,,,
1141,0,1,global,special_crossbow_for_diamond,CHALLENGE_EMPTY_STRING,0,656,,,special_crossbow_for_diamond,,,special_crossbow,,,,,,,,,,,,
1142,0,1,global,special_crossbow_for_diamond,CHALLENGE_EMPTY_STRING,0,1139,,,special_crossbow_for_diamond,,,special_crossbow,,,,,,,,,,,,
1143,0,3,global,special_crossbow_for_diamond,CHALLENGE_MASTERY_EXPERT_KNIFE,5000,,,camo_diamond,,,,special_crossbow,,,,,,,,,,,,
1144,0,7,weapon_knife,challenges_tu,CHALLENGE_EMPTY_STRING,0,,,,melee_bat_gold,,,melee_bat,,,,,,,,1,,,,
1145,0,1,global,melee_bat_gold,CHALLENGE_EMPTY_STRING,0,,,,melee_bat_for_diamond,,,melee_bat,,,,,,,,,,,,
1146,0,3,global,secondary_mastery,CHALLENGE_EMPTY_STRING,0,,,,melee_bat_for_diamond,,,melee_bat,,,,,,,,,,,,
1147,0,1,global,melee_bat_for_diamond,CHALLENGE_EMPTY_STRING,0,656,,,melee_bat_for_diamond,,,melee_bat,,,,,,,,,,,,
1148,0,1,global,melee_bat_for_diamond,CHALLENGE_EMPTY_STRING,0,1145,,,melee_bat_for_diamond,,,melee_bat,,,,,,,,,,,,
1149,0,3,global,melee_bat_for_diamond,CHALLENGE_MASTERY_EXPERT_KNIFE,5000,,,camo_diamond,,,,melee_bat,,,,,,,,,,,,
1150,0,7,weapon_knife,challenges_tu,CHALLENGE_EMPTY_STRING,0,,,,melee_dagger_gold,,,melee_dagger,,,,,,,,1,,,,
1151,0,1,global,melee_dagger_gold,CHALLENGE_EMPTY_STRING,0,,,,melee_dagger_for_diamond,,,melee_dagger,,,,,,,,,,,,
1152,0,3,global,secondary_mastery,CHALLENGE_EMPTY_STRING,0,,,,melee_dagger_for_diamond,,,melee_dagger,,,,,,,,,,,,
1153,0,1,global,melee_dagger_for_diamond,CHALLENGE_EMPTY_STRING,0,656,,,melee_dagger_for_diamond,,,melee_dagger,,,,,,,,,,,,
1154,0,1,global,melee_dagger_for_diamond,CHALLENGE_EMPTY_STRING,0,1151,,,melee_dagger_for_diamond,,,melee_dagger,,,,,,,,,,,,
1155,0,3,global,melee_dagger_for_diamond,CHALLENGE_MASTERY_EXPERT_KNIFE,5000,,,camo_diamond,,,,melee_dagger,,,,,,,,,,,,
1156,0,5,weapon_smg,headshots,CHALLENGE_WEAPON_HEADSHOTS,250,,,camo_jungletek,,,,smg_mp40 smg_nailgun smg_rechamber smg_ppsh smg_ak74u smg_msmc smg_sten2,,,,,,,,,,,,
1157,1,10,weapon_smg,headshots,CHALLENGE_WEAPON_HEADSHOTS,500,,,camo_ash,,,,smg_mp40 smg_nailgun smg_rechamber smg_ppsh smg_ak74u smg_msmc smg_sten2,,,,,,,,,,,,
1158,2,15,weapon_smg,headshots,CHALLENGE_WEAPON_HEADSHOTS,750,,,camo_flectarn,,,,smg_mp40 smg_nailgun smg_rechamber smg_ppsh smg_ak74u smg_msmc smg_sten2,,,,,,,,,,,,
1159,3,20,weapon_smg,headshots,CHALLENGE_WEAPON_HEADSHOTS,1000,,,camo_heatstroke,,,,smg_mp40 smg_nailgun smg_rechamber smg_ppsh smg_ak74u smg_msmc smg_sten2,,,,,,,,,,,,
1160,4,30,weapon_smg,headshots,CHALLENGE_WEAPON_HEADSHOTS,1500,,,camo_snowjob,,,,smg_mp40 smg_nailgun smg_rechamber smg_ppsh smg_ak74u smg_msmc smg_sten2,,,,,,,,,,,,
1161,5,40,weapon_smg,headshots,CHALLENGE_WEAPON_HEADSHOTS,2000,,,camo_dante,,,,smg_mp40 smg_nailgun smg_rechamber smg_ppsh smg_ak74u smg_msmc smg_sten2,,,,,,,,,,,,
1162,6,50,weapon_smg,headshots,CHALLENGE_WEAPON_HEADSHOTS,2500,,,camo_integer,,,,smg_mp40 smg_nailgun smg_rechamber smg_ppsh smg_ak74u smg_msmc smg_sten2,,,,,,,,,,,,
1163,7,75,weapon_smg,headshots,CHALLENGE_WEAPON_HEADSHOTS,3500,,,camo_speed6,,,,smg_mp40 smg_nailgun smg_rechamber smg_ppsh smg_ak74u smg_msmc smg_sten2,,,,,,,,,,,,
1164,8,100,weapon_smg,headshots,CHALLENGE_WEAPON_HEADSHOTS,5000,,,camo_interpol,challenges_tu,,,smg_mp40 smg_nailgun smg_rechamber smg_ppsh smg_ak74u smg_msmc smg_sten2,,,,,,,,,,,,
1165,0,10,weapon_smg,revenge_kill,CHALLENGE_WEAPON_REVENGE,2500,1164,,camo_ardent,challenges_tu,,,smg_mp40 smg_nailgun smg_rechamber smg_ppsh smg_ak74u smg_msmc smg_sten2,,,,,,,,,,,,
1166,0,50,weapon_smg,noAttKills,CHALLENGE_WEAPON_NOATTACHMENT,2500,1164,,camo_burnt,challenges_tu,,,smg_mp40 smg_nailgun smg_rechamber smg_ppsh smg_ak74u smg_msmc smg_sten2,,,,,,,,,,,,
1167,0,50,weapon_smg,loadedKills,CHALLENGE_WEAPON_LOADEDKILLS,2500,1164,,camo_bliss,challenges_tu,,,smg_mp40 smg_nailgun smg_rechamber smg_ppsh smg_ak74u smg_msmc smg_sten2,,,,,,,,,,,,
1168,0,5,weapon_smg,multikill_2,CHALLENGE_WEAPON_DOUBLEKILL,2500,1164,,camo_artofwar_battle,challenges_tu,,,smg_mp40 smg_nailgun smg_rechamber smg_ppsh smg_ak74u smg_msmc smg_sten2,,,,,,,,,,,,
1169,0,5,weapon_smg,killstreak_5,CHALLENGE_WEAPON_BLOODTHIRSTY,2500,1164,,camo_chameleon,challenges_tu,,,smg_mp40 smg_nailgun smg_rechamber smg_ppsh smg_ak74u smg_msmc smg_sten2,,,,,,,,,,,,
1170,0,6,weapon_smg,challenges_tu,CHALLENGE_MASTERY_EXPERT,5000,,,camo_gold,challenges_tu,,em_back_expert_,smg_mp40 smg_nailgun smg_rechamber smg_ppsh smg_ak74u smg_msmc smg_sten2,,,,,,,1,,,,,
1171,0,7,weapon_smg,challenges_tu,CHALLENGE_EMPTY_STRING,0,,,,smg_mp40_gold,,,smg_mp40,,,,,,,,1,,,,
1172,0,1,global,smg_mp40_gold,CHALLENGE_EMPTY_STRING,0,,,,smg_mp40_for_diamond,,,smg_mp40,,,,,,,,,,,,
1173,0,1,global,weapons_mastery_smg,CHALLENGE_EMPTY_STRING,0,,,,smg_mp40_for_diamond,,,smg_mp40,,,,,,,,,,,,
1174,0,1,global,smg_mp40_for_diamond,CHALLENGE_EMPTY_STRING,0,650,,,smg_mp40_for_diamond,,,smg_mp40,,,,,,,,,,,,
1175,0,1,global,smg_mp40_for_diamond,CHALLENGE_EMPTY_STRING,0,1172,,,smg_mp40_for_diamond,,,smg_mp40,,,,,,,,,,,,
1176,0,3,global,smg_mp40_for_diamond,CHALLENGE_MASTERY_EXPERT_SMG,5000,,,camo_diamond,,,,smg_mp40,,,,,,,,,,,,
1177,0,5,weapon_sniper,kill_enemy_one_bullet_sniper,CHALLENGE_WEAPON_KILL_ENEMY_ONE_BULLET_SNIPER,250,,,camo_jungletek,,,,sniper_quickscope sniper_double sniper_xpr50 sniper_mosin,,,,,,,,,,,,
1178,1,10,weapon_sniper,kill_enemy_one_bullet_sniper,CHALLENGE_WEAPON_KILL_ENEMY_ONE_BULLET_SNIPER,500,,,camo_ash,,,,sniper_quickscope sniper_double sniper_xpr50 sniper_mosin,,,,,,,,,,,,
1179,2,15,weapon_sniper,kill_enemy_one_bullet_sniper,CHALLENGE_WEAPON_KILL_ENEMY_ONE_BULLET_SNIPER,750,,,camo_flectarn,,,,sniper_quickscope sniper_double sniper_xpr50 sniper_mosin,,,,,,,,,,,,
1180,3,20,weapon_sniper,kill_enemy_one_bullet_sniper,CHALLENGE_WEAPON_KILL_ENEMY_ONE_BULLET_SNIPER,1000,,,camo_heatstroke,,,,sniper_quickscope sniper_double sniper_xpr50 sniper_mosin,,,,,,,,,,,,
1181,4,30,weapon_sniper,kill_enemy_one_bullet_sniper,CHALLENGE_WEAPON_KILL_ENEMY_ONE_BULLET_SNIPER,1500,,,camo_snowjob,,,,sniper_quickscope sniper_double sniper_xpr50 sniper_mosin,,,,,,,,,,,,
1182,5,40,weapon_sniper,kill_enemy_one_bullet_sniper,CHALLENGE_WEAPON_KILL_ENEMY_ONE_BULLET_SNIPER,2000,,,camo_dante,,,,sniper_quickscope sniper_double sniper_xpr50 sniper_mosin,,,,,,,,,,,,
1183,6,50,weapon_sniper,kill_enemy_one_bullet_sniper,CHALLENGE_WEAPON_KILL_ENEMY_ONE_BULLET_SNIPER,2500,,,camo_integer,,,,sniper_quickscope sniper_double sniper_xpr50 sniper_mosin,,,,,,,,,,,,
1184,7,75,weapon_sniper,kill_enemy_one_bullet_sniper,CHALLENGE_WEAPON_KILL_ENEMY_ONE_BULLET_SNIPER,3500,,,camo_speed6,,,,sniper_quickscope sniper_double sniper_xpr50 sniper_mosin,,,,,,,,,,,,
1185,8,100,weapon_sniper,kill_enemy_one_bullet_sniper,CHALLENGE_WEAPON_KILL_ENEMY_ONE_BULLET_SNIPER,5000,,,camo_interpol,challenges_tu,,,sniper_quickscope sniper_double sniper_xpr50 sniper_mosin,,,,,,,,,,,,
1186,0,10,weapon_sniper,longshot_kill,CHALLENGE_WEAPON_LONGSHOTS,2500,1185,,camo_ardent,challenges_tu,,,sniper_quickscope sniper_double sniper_xpr50  sniper_mosin,,,,,,,,,,,,
1187,0,50,weapon_sniper,noAttKills,CHALLENGE_WEAPON_NOATTACHMENT,2500,1185,,camo_burnt,challenges_tu,,,sniper_quickscope sniper_double sniper_xpr50  sniper_mosin,,,,,,,,,,,,
1188,0,50,weapon_sniper,loadedKills,CHALLENGE_WEAPON_LOADEDKILLS,2500,1185,,camo_bliss,challenges_tu,,,sniper_quickscope sniper_double sniper_xpr50  sniper_mosin,,,,,,,,,,,,
1189,0,5,weapon_sniper,multikill_2,CHALLENGE_WEAPON_DOUBLEKILL,2500,1185,,camo_artofwar_battle,challenges_tu,,,sniper_quickscope sniper_double sniper_xpr50  sniper_mosin,,,,,,,,,,,,
1190,0,5,weapon_sniper,killstreak_5,CHALLENGE_WEAPON_BLOODTHIRSTY,2500,1185,,camo_chameleon,challenges_tu,,,sniper_quickscope sniper_double sniper_xpr50  sniper_mosin,,,,,,,,,,,,
1191,0,6,weapon_sniper,challenges_tu,CHALLENGE_MASTERY_EXPERT,5000,,,camo_gold,challenges_tu,,em_back_expert_,sniper_quickscope sniper_double sniper_xpr50  sniper_mosin,,,,,,,1,,,,,
1192,0,7,weapon_sniper,challenges_tu,CHALLENGE_EMPTY_STRING,0,,,,sniper_quickscope_gold,,,sniper_quickscope,,,,,,,,1,,,,
1193,0,1,global,sniper_quickscope_gold,CHALLENGE_EMPTY_STRING,0,,,,sniper_quickscope_for_diamond,,,sniper_quickscope,,,,,,,,,,,,
1194,0,1,global,weapons_mastery_sniper,CHALLENGE_EMPTY_STRING,0,,,,sniper_quickscope_for_diamond,,,sniper_quickscope,,,,,,,,,,,,
1195,0,1,global,sniper_quickscope_for_diamond,CHALLENGE_EMPTY_STRING,0,652,,,sniper_quickscope_for_diamond,,,sniper_quickscope,,,,,,,,,,,,
1196,0,1,global,sniper_quickscope_for_diamond,CHALLENGE_EMPTY_STRING,0,1193,,,sniper_quickscope_for_diamond,,,sniper_quickscope,,,,,,,,,,,,
1197,0,3,global,sniper_quickscope_for_diamond,CHALLENGE_MASTERY_EXPERT_SNIPER,5000,,,camo_diamond,,,,sniper_quickscope,,,,,,,,,,,,
1198,0,7,weapon_knife,challenges_tu,CHALLENGE_EMPTY_STRING,0,,,,bowie_knife_gold,,,melee_bowie,,,,,,,,1,,,,
1199,0,1,global,bowie_knife_gold,CHALLENGE_EMPTY_STRING,0,,,,bowie_knife_for_diamond,,,melee_bowie,,,,,,,,,,,,
1200,0,3,global,secondary_mastery,CHALLENGE_EMPTY_STRING,0,,,,bowie_knife_for_diamond,,,melee_bowie,,,,,,,,,,,,
1201,0,1,global,bowie_knife_for_diamond,CHALLENGE_EMPTY_STRING,0,656,,,bowie_knife_for_diamond,,,melee_bowie,,,,,,,,,,,,
1202,0,1,global,bowie_knife_for_diamond,CHALLENGE_EMPTY_STRING,0,1199,,,bowie_knife_for_diamond,,,melee_bowie,,,,,,,,,,,,
