a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18,t19,u20,v21,w22,x23,y24,
799,1,25,bonuscard,kills,CHALLENGE_WILDCARDS_PERK_2,1000,,,,,,,bonuscard_perk_2_greed,1,,wildcards,,,,,,,,,
800,2,75,bonuscard,kills,CHALLENGE_WILDCARDS_PERK_2,2500,,,,,,,bonuscard_perk_2_greed,1,,wildcards,,,,,,,,,
801,3,150,bonuscard,kills,CHALLENGE_WILDCARDS_PERK_2,5000,,,,,,,bonuscard_perk_2_greed,1,,wildcards,,,,,,,,,
802,4,300,bonuscard,kills,CHALLENGE_WILDCARDS_PERK_2,7500,,,,mastery_wildcards,,EM_BACK_WILDCARDS_,bonuscard_perk_2_greed,1,,wildcards,,,,,1,,,,
803,0,10,bonuscard,kills,CHALLENGE_WILDCARDS_PERK_3,500,,,,,,,bonuscard_perk_3_greed,1,,wildcards,,,,,,,,,
804,1,25,bonuscard,kills,CHALLENGE_WILDCARDS_PERK_3,1000,,,,,,,bonuscard_perk_3_greed,1,,wildcards,,,,,,,,,
805,2,75,bonuscard,kills,CHALLENGE_WILDCARDS_PERK_3,2500,,,,,,,bonuscard_perk_3_greed,1,,wildcards,,,,,,,,,
806,3,150,bonuscard,kills,CHALLENGE_WILDCARDS_PERK_3,5000,,,,,,,bonuscard_perk_3_greed,1,,wildcards,,,,,,,,,
807,4,300,bonuscard,kills,CHALLENGE_WILDCARDS_PERK_3,7500,,,,mastery_wildcards,,EM_BACK_WILDCARDS_,bonuscard_perk_3_greed,1,,wildcards,,,,,1,,,,
808,0,10,global,kill_2_wildcards,CHALLENGE_WILDCARDS_KILL_2_WILDCARDS,500,,,,,,,,1,,wildcards,,,,,,,,,
809,1,25,global,kill_2_wildcards,CHALLENGE_WILDCARDS_KILL_2_WILDCARDS,1000,,,,,,,,1,,wildcards,,,,,,,,,
810,2,50,global,kill_2_wildcards,CHALLENGE_WILDCARDS_KILL_2_WILDCARDS,2500,,,,,,,,1,,wildcards,,,,,,,,,
811,3,100,global,kill_2_wildcards,CHALLENGE_WILDCARDS_KILL_2_WILDCARDS,5000,,,,mastery_wildcards,,EM_BACK_WILDCARDS_kill_2_wildcards,,1,,wildcards,,,,,,,,,
812,0,50,global,kill_overkill_gunfighter_5_attachments,CHALLENGE_WILDCARDS_KILL_OVERKILL_GUNFIGHTER_5_ATTACHMENTS,750,,,,mastery_wildcards,,EM_BACK_WILDCARDS_overkill_gunfighter_5_attachments,,1,,wildcards,,,,,,,,,
813,0,50,global,kill_optic_5_attachments,CHALLENGE_WILDCARDS_KILL_OPTIC_5_ATTACHMENTS,750,,,,mastery_wildcards,,EM_BACK_WILDCARDS_kill_optic_5_attachments,,1,,wildcards,,,,,,,,,
814,0,50,global,kill_2_greed_2_perks_each,CHALLENGE_WILDCARDS_KILL_2_GREED_2_PERKS_EACH,750,,,,mastery_wildcards,,EM_BACK_WILDCARDS_kill_2_greed_2_perks_each,,1,,wildcards,,,,,,,,,
815,0,12,global,mastery_wildcards,CHALLENGE_MASTERY_WILDCARDS,5000,,,,completed_all_challenges,,EM_BACK_WILDCARDS_master,,1,,wildcards,,1,,1,,,,,
816,0,50,specialist,kills,CHALLENGE_SPECIALIST_KILLS,250,,,,,,,heroes_mercenary heroes_outrider heroes_technomancer heroes_battery heroes_enforcer heroes_trapper heroes_reaper heroes_spectre heroes_firebreak,,,,,,,,,,body_2,,
817,1,100,specialist,kills,CHALLENGE_SPECIALIST_KILLS,500,,,,,,,heroes_mercenary heroes_outrider heroes_technomancer heroes_battery heroes_enforcer heroes_trapper heroes_reaper heroes_spectre heroes_firebreak,,,,,,,,,,helmet_2,,
818,2,175,specialist,kills,CHALLENGE_SPECIALIST_KILLS,500,,,,,,,heroes_mercenary heroes_outrider heroes_technomancer heroes_battery heroes_enforcer heroes_trapper heroes_reaper heroes_spectre heroes_firebreak,,,,,,,,,,body_3,,
819,3,250,specialist,kills,CHALLENGE_SPECIALIST_KILLS,1000,,,,,,,heroes_mercenary heroes_outrider heroes_technomancer heroes_battery heroes_enforcer heroes_trapper heroes_reaper heroes_spectre heroes_firebreak,,,,,,,,,,helmet_3,,
820,4,325,specialist,kills,CHALLENGE_SPECIALIST_KILLS,1000,,,,,,,heroes_mercenary heroes_outrider heroes_technomancer heroes_battery heroes_enforcer heroes_trapper heroes_reaper heroes_spectre heroes_firebreak,,,,,,,,,,body_4,,
821,5,400,specialist,kills,CHALLENGE_SPECIALIST_KILLS,1000,,,,,,,heroes_mercenary heroes_outrider heroes_technomancer heroes_battery heroes_enforcer heroes_trapper heroes_reaper heroes_spectre heroes_firebreak,,,,,,,,,,helmet_4,,
822,6,500,specialist,kills,CHALLENGE_SPECIALIST_KILLS,1000,,,,,,,heroes_mercenary heroes_outrider heroes_technomancer heroes_battery heroes_enforcer heroes_trapper heroes_reaper heroes_spectre heroes_firebreak,,,,,,,,,,body_5,,
823,7,600,specialist,kills,CHALLENGE_SPECIALIST_KILLS,1000,,,,,,,heroes_mercenary heroes_outrider heroes_technomancer heroes_battery heroes_enforcer heroes_trapper heroes_reaper heroes_spectre heroes_firebreak,,,,,,,,,,helmet_5,,
824,8,700,specialist,kills,CHALLENGE_SPECIALIST_KILLS,2000,,,,,,,heroes_mercenary heroes_outrider heroes_technomancer heroes_battery heroes_enforcer heroes_trapper heroes_reaper heroes_spectre heroes_firebreak,,,,,,,,,,body_6,,
825,9,800,specialist,kills,CHALLENGE_SPECIALIST_KILLS,2000,,,,transmission1,,,heroes_mercenary heroes_outrider heroes_technomancer heroes_battery heroes_enforcer heroes_trapper heroes_reaper heroes_spectre heroes_firebreak,,,,,,,,,,helmet_6,,
826,0,1,specialist,transmission1,CHALLENGE_TRANSMISSION_1,0,,,,,,,heroes_mercenary heroes_outrider heroes_technomancer heroes_battery heroes_enforcer heroes_trapper heroes_reaper heroes_spectre heroes_firebreak,,,,,,,,,,,,
827,0,9,global,specialist_transmissions,CHALLENGE_TRANSMISSION_GATE_SPECIALIST,0,,,,,,,,,,,,,,,,,,,
828,0,1,global,hero_transmissions,CHALLENGE_TRANSMISSION_GATE_GLOBAL,0,,,,,,,,,,,,,,1,,,,,
829,0,10,specialist,kills_ability,CHALLENGE_SPECIALIST_KILLS_ABILITY_RUIN,2500,826,,,,,,heroes_mercenary,,,,,,,,,,helmet_7,,
830,1,20,specialist,kills_ability,CHALLENGE_SPECIALIST_KILLS_ABILITY_RUIN,2500,826,,,transmission2,,,heroes_mercenary,,,,,,,,,,helmet_8,,
831,0,20,specialist,kills_weapon,CHALLENGE_SPECIALIST_KILLS_WEAPON_RUIN,2500,826,,,,,,heroes_mercenary,,,,,,,,,,body_7,,
832,1,40,specialist,kills_weapon,CHALLENGE_SPECIALIST_KILLS_WEAPON_RUIN,2500,826,,,transmission2,,,heroes_mercenary,,,,,,,,,,body_8,,
833,0,2,specialist,transmission2,CHALLENGE_TRANSMISSION_2_RUIN,0,,,,,,,heroes_mercenary,,,,,,,,,,,,
834,0,2,specialist,multikill_ability,CHALLENGE_SPECIALIST_MULTIKILL_ABILITY_RUIN,2500,833,,,transmission3,,,heroes_mercenary,,,,,,,,,,helmet_9,,
835,0,3,specialist,multikill_weapon,CHALLENGE_SPECIALIST_MULTIKILL_WEAPON_RUIN,2500,833,,,transmission3,,,heroes_mercenary,,,,,,,,,,body_9,,
836,0,2,specialist,transmission3,CHALLENGE_TRANSMISSION_3_RUIN,0,,,,specialist_transmissions,,,heroes_mercenary,,,,,,,,1,,,,
837,0,4,specialist,kill_one_game_ability,CHALLENGE_SPECIALIST_KILL_ONE_GAME_ABILITY_RUIN,5000,827,,,transmission4,,,heroes_mercenary,,,,,,,,,,helmet_10,,
838,0,6,specialist,kill_one_game_weapon,CHALLENGE_SPECIALIST_KILL_ONE_GAME_WEAPON_RUIN,5000,827,,,transmission4,,,heroes_mercenary,,,,,,,,,,body_10,,
839,0,2,specialist,transmission4,CHALLENGE_TRANSMISSION_4,0,,,,hero_transmissions,,,heroes_mercenary,,,,,,,,1,,,,
840,0,10,specialist,kills_ability,CHALLENGE_SPECIALIST_KILLS_ABILITY_OUTRIDER,2500,826,,,,,,heroes_outrider,,,,,,,,,,helmet_7,,
841,1,20,specialist,kills_ability,CHALLENGE_SPECIALIST_KILLS_ABILITY_OUTRIDER,2500,826,,,transmission2,,,heroes_outrider,,,,,,,,,,helmet_8,,
842,0,20,specialist,kills_weapon,CHALLENGE_SPECIALIST_KILLS_WEAPON_OUTRIDER,2500,826,,,,,,heroes_outrider,,,,,,,,,,body_7,,
843,1,40,specialist,kills_weapon,CHALLENGE_SPECIALIST_KILLS_WEAPON_OUTRIDER,2500,826,,,transmission2,,,heroes_outrider,,,,,,,,,,body_8,,
844,0,2,specialist,transmission2,CHALLENGE_TRANSMISSION_2_OUTRIDER,0,,,,,,,heroes_outrider,,,,,,,,,,,,
845,0,2,specialist,multikill_ability,CHALLENGE_SPECIALIST_MULTIKILL_ABILITY_OUTRIDER,2500,844,,,transmission3,,,heroes_outrider,,,,,,,,,,helmet_9,,
846,0,3,specialist,multikill_weapon,CHALLENGE_SPECIALIST_MULTIKILL_WEAPON_OUTRIDER,2500,844,,,transmission3,,,heroes_outrider,,,,,,,,,,body_9,,
847,0,2,specialist,transmission3,CHALLENGE_TRANSMISSION_3_OUTRIDER,0,,,,specialist_transmissions,,,heroes_outrider,,,,,,,,1,,,,
848,0,4,specialist,kill_one_game_ability,CHALLENGE_SPECIALIST_KILL_ONE_GAME_ABILITY_OUTRIDER,5000,827,,,transmission4,,,heroes_outrider,,,,,,,,,,helmet_10,,
849,0,6,specialist,kill_one_game_weapon,CHALLENGE_SPECIALIST_KILL_ONE_GAME_WEAPON_OUTRIDER,5000,827,,,transmission4,,,heroes_outrider,,,,,,,,,,body_10,,
850,0,2,specialist,transmission4,CHALLENGE_TRANSMISSION_4,0,,,,hero_transmissions,,,heroes_outrider,,,,,,,,1,,,,
851,0,10,specialist,kills_ability,CHALLENGE_SPECIALIST_KILLS_ABILITY_TECHNOMANCER,2500,826,,,,,,heroes_technomancer,,,,,,,,,,helmet_7,,
852,1,20,specialist,kills_ability,CHALLENGE_SPECIALIST_KILLS_ABILITY_TECHNOMANCER,2500,826,,,transmission2,,,heroes_technomancer,,,,,,,,,,helmet_8,,
853,0,20,specialist,kills_weapon,CHALLENGE_SPECIALIST_KILLS_WEAPON_TECHNOMANCER,2500,826,,,,,,heroes_technomancer,,,,,,,,,,body_7,,
854,1,40,specialist,kills_weapon,CHALLENGE_SPECIALIST_KILLS_WEAPON_TECHNOMANCER,2500,826,,,transmission2,,,heroes_technomancer,,,,,,,,,,body_8,,
855,0,2,specialist,transmission2,CHALLENGE_TRANSMISSION_2_TECHNOMANCER,0,,,,,,,heroes_technomancer,,,,,,,,,,,,
856,0,2,specialist,multikill_ability,CHALLENGE_SPECIALIST_MULTIKILL_ABILITY_TECHNOMANCER,2500,855,,,transmission3,,,heroes_technomancer,,,,,,,,,,helmet_9,,
857,0,3,specialist,multikill_weapon,CHALLENGE_SPECIALIST_MULTIKILL_WEAPON_TECHNOMANCER,2500,855,,,transmission3,,,heroes_technomancer,,,,,,,,,,body_9,,
858,0,2,specialist,transmission3,CHALLENGE_TRANSMISSION_3_TECHNOMANCER,0,,,,specialist_transmissions,,,heroes_technomancer,,,,,,,,1,,,,
859,0,4,specialist,kill_one_game_ability,CHALLENGE_SPECIALIST_KILL_ONE_GAME_ABILITY_TECHNOMANCER,5000,827,,,transmission4,,,heroes_technomancer,,,,,,,,,,helmet_10,,
860,0,6,specialist,kill_one_game_weapon,CHALLENGE_SPECIALIST_KILL_ONE_GAME_WEAPON_TECHNOMANCER,5000,827,,,transmission4,,,heroes_technomancer,,,,,,,,,,body_10,,
861,0,2,specialist,transmission4,CHALLENGE_TRANSMISSION_4,0,,,,hero_transmissions,,,heroes_technomancer,,,,,,,,1,,,,
862,0,10,specialist,kills_ability,CHALLENGE_SPECIALIST_KILLS_ABILITY_BATTERY,2500,826,,,,,,heroes_battery,,,,,,,,,,helmet_7,,
863,1,20,specialist,kills_ability,CHALLENGE_SPECIALIST_KILLS_ABILITY_BATTERY,2500,826,,,transmission2,,,heroes_battery,,,,,,,,,,helmet_8,,
864,0,20,specialist,kills_weapon,CHALLENGE_SPECIALIST_KILLS_WEAPON_BATTERY,2500,826,,,,,,heroes_battery,,,,,,,,,,body_7,,
865,1,40,specialist,kills_weapon,CHALLENGE_SPECIALIST_KILLS_WEAPON_BATTERY,2500,826,,,transmission2,,,heroes_battery,,,,,,,,,,body_8,,
866,0,2,specialist,transmission2,CHALLENGE_TRANSMISSION_2_BATTERY,0,,,,,,,heroes_battery,,,,,,,,,,,,
867,0,2,specialist,multikill_ability,CHALLENGE_SPECIALIST_MULTIKILL_ABILITY_BATTERY,2500,866,,,transmission3,,,heroes_battery,,,,,,,,,,helmet_9,,
868,0,3,specialist,multikill_weapon,CHALLENGE_SPECIALIST_MULTIKILL_WEAPON_BATTERY,2500,866,,,transmission3,,,heroes_battery,,,,,,,,,,body_9,,
869,0,2,specialist,transmission3,CHALLENGE_TRANSMISSION_3_BATTERY,0,,,,specialist_transmissions,,,heroes_battery,,,,,,,,1,,,,
870,0,4,specialist,kill_one_game_ability,CHALLENGE_SPECIALIST_KILL_ONE_GAME_ABILITY_BATTERY,5000,827,,,transmission4,,,heroes_battery,,,,,,,,,,helmet_10,,
871,0,6,specialist,kill_one_game_weapon,CHALLENGE_SPECIALIST_KILL_ONE_GAME_WEAPON_BATTERY,5000,827,,,transmission4,,,heroes_battery,,,,,,,,,,body_10,,
872,0,2,specialist,transmission4,CHALLENGE_TRANSMISSION_4,0,,,,hero_transmissions,,,heroes_battery,,,,,,,,1,,,,
873,0,10,specialist,kills_ability,CHALLENGE_SPECIALIST_KILLS_ABILITY_ENFORCER,2500,826,,,,,,heroes_enforcer,,,,,,,,,,helmet_7,,
874,1,20,specialist,kills_ability,CHALLENGE_SPECIALIST_KILLS_ABILITY_ENFORCER,2500,826,,,transmission2,,,heroes_enforcer,,,,,,,,,,helmet_8,,
875,0,20,specialist,kills_weapon,CHALLENGE_SPECIALIST_KILLS_WEAPON_ENFORCER,2500,826,,,,,,heroes_enforcer,,,,,,,,,,body_7,,
876,1,40,specialist,kills_weapon,CHALLENGE_SPECIALIST_KILLS_WEAPON_ENFORCER,2500,826,,,transmission2,,,heroes_enforcer,,,,,,,,,,body_8,,
877,0,2,specialist,transmission2,CHALLENGE_TRANSMISSION_2_ENFORCER,0,,,,,,,heroes_enforcer,,,,,,,,,,,,
878,0,2,specialist,multikill_ability,CHALLENGE_SPECIALIST_MULTIKILL_ABILITY_ENFORCER,2500,877,,,transmission3,,,heroes_enforcer,,,,,,,,,,helmet_9,,
879,0,3,specialist,multikill_weapon,CHALLENGE_SPECIALIST_MULTIKILL_WEAPON_ENFORCER,2500,877,,,transmission3,,,heroes_enforcer,,,,,,,,,,body_9,,
880,0,2,specialist,transmission3,CHALLENGE_TRANSMISSION_3_ENFORCER,0,,,,specialist_transmissions,,,heroes_enforcer,,,,,,,,1,,,,
881,0,4,specialist,kill_one_game_ability,CHALLENGE_SPECIALIST_KILL_ONE_GAME_ABILITY_ENFORCER,5000,827,,,transmission4,,,heroes_enforcer,,,,,,,,,,helmet_10,,
882,0,6,specialist,kill_one_game_weapon,CHALLENGE_SPECIALIST_KILL_ONE_GAME_WEAPON_ENFORCER,5000,827,,,transmission4,,,heroes_enforcer,,,,,,,,,,body_10,,
883,0,2,specialist,transmission4,CHALLENGE_TRANSMISSION_4,0,,,,hero_transmissions,,,heroes_enforcer,,,,,,,,1,,,,
884,0,10,specialist,kills_ability,CHALLENGE_SPECIALIST_KILLS_ABILITY_TRAPPER,2500,826,,,,,,heroes_trapper,,,,,,,,,,helmet_7,,
885,1,20,specialist,kills_ability,CHALLENGE_SPECIALIST_KILLS_ABILITY_TRAPPER,2500,826,,,transmission2,,,heroes_trapper,,,,,,,,,,helmet_8,,
886,0,20,specialist,kills_weapon,CHALLENGE_SPECIALIST_KILLS_WEAPON_TRAPPER,2500,826,,,,,,heroes_trapper,,,,,,,,,,body_7,,
887,1,40,specialist,kills_weapon,CHALLENGE_SPECIALIST_KILLS_WEAPON_TRAPPER,2500,826,,,transmission2,,,heroes_trapper,,,,,,,,,,body_8,,
888,0,2,specialist,transmission2,CHALLENGE_TRANSMISSION_2_TRAPPER,0,,,,,,,heroes_trapper,,,,,,,,,,,,
889,0,2,specialist,multikill_ability,CHALLENGE_SPECIALIST_MULTIKILL_ABILITY_TRAPPER,2500,888,,,transmission3,,,heroes_trapper,,,,,,,,,,helmet_9,,
890,0,3,specialist,multikill_weapon,CHALLENGE_SPECIALIST_MULTIKILL_WEAPON_TRAPPER,2500,888,,,transmission3,,,heroes_trapper,,,,,,,,,,body_9,,
891,0,2,specialist,transmission3,CHALLENGE_TRANSMISSION_3_TRAPPER,0,,,,specialist_transmissions,,,heroes_trapper,,,,,,,,1,,,,
892,0,4,specialist,kill_one_game_ability,CHALLENGE_SPECIALIST_KILL_ONE_GAME_ABILITY_TRAPPER,5000,827,,,transmission4,,,heroes_trapper,,,,,,,,,,helmet_10,,
893,0,6,specialist,kill_one_game_weapon,CHALLENGE_SPECIALIST_KILL_ONE_GAME_WEAPON_TRAPPER,5000,827,,,transmission4,,,heroes_trapper,,,,,,,,,,body_10,,
894,0,2,specialist,transmission4,CHALLENGE_TRANSMISSION_4,0,,,,hero_transmissions,,,heroes_trapper,,,,,,,,1,,,,
895,0,10,specialist,kills_ability,CHALLENGE_SPECIALIST_KILLS_ABILITY_REAPER,2500,826,,,,,,heroes_reaper,,,,,,,,,,helmet_7,,
896,1,20,specialist,kills_ability,CHALLENGE_SPECIALIST_KILLS_ABILITY_REAPER,2500,826,,,transmission2,,,heroes_reaper,,,,,,,,,,helmet_8,,
897,0,20,specialist,kills_weapon,CHALLENGE_SPECIALIST_KILLS_WEAPON_REAPER,2500,826,,,,,,heroes_reaper,,,,,,,,,,body_7,,
898,1,40,specialist,kills_weapon,CHALLENGE_SPECIALIST_KILLS_WEAPON_REAPER,2500,826,,,transmission2,,,heroes_reaper,,,,,,,,,,body_8,,
899,0,2,specialist,transmission2,CHALLENGE_TRANSMISSION_2_REAPER,0,,,,,,,heroes_reaper,,,,,,,,,,,,
900,0,2,specialist,multikill_ability,CHALLENGE_SPECIALIST_MULTIKILL_ABILITY_REAPER,2500,899,,,transmission3,,,heroes_reaper,,,,,,,,,,helmet_9,,
901,0,3,specialist,multikill_weapon,CHALLENGE_SPECIALIST_MULTIKILL_WEAPON_REAPER,2500,899,,,transmission3,,,heroes_reaper,,,,,,,,,,body_9,,
902,0,2,specialist,transmission3,CHALLENGE_TRANSMISSION_3_REAPER,0,,,,specialist_transmissions,,,heroes_reaper,,,,,,,,1,,,,
903,0,4,specialist,kill_one_game_ability,CHALLENGE_SPECIALIST_KILL_ONE_GAME_ABILITY_REAPER,5000,827,,,transmission4,,,heroes_reaper,,,,,,,,,,helmet_10,,
904,0,6,specialist,kill_one_game_weapon,CHALLENGE_SPECIALIST_KILL_ONE_GAME_WEAPON_REAPER,5000,827,,,transmission4,,,heroes_reaper,,,,,,,,,,body_10,,
905,0,2,specialist,transmission4,CHALLENGE_TRANSMISSION_4,0,,,,hero_transmissions,,,heroes_reaper,,,,,,,,1,,,,
906,0,10,specialist,kills_ability,CHALLENGE_SPECIALIST_KILLS_ABILITY_SPECTRE,2500,826,,,,,,heroes_spectre,,,,,,,,,,helmet_7,,
907,1,20,specialist,kills_ability,CHALLENGE_SPECIALIST_KILLS_ABILITY_SPECTRE,2500,826,,,transmission2,,,heroes_spectre,,,,,,,,,,helmet_8,,
908,0,20,specialist,kills_weapon,CHALLENGE_SPECIALIST_KILLS_WEAPON_SPECTRE,2500,826,,,,,,heroes_spectre,,,,,,,,,,body_7,,
909,1,40,specialist,kills_weapon,CHALLENGE_SPECIALIST_KILLS_WEAPON_SPECTRE,2500,826,,,transmission2,,,heroes_spectre,,,,,,,,,,body_8,,
910,0,2,specialist,transmission2,CHALLENGE_TRANSMISSION_2_SPECTRE,0,,,,,,,heroes_spectre,,,,,,,,,,,,
911,0,2,specialist,multikill_ability,CHALLENGE_SPECIALIST_MULTIKILL_ABILITY_SPECTRE,2500,910,,,transmission3,,,heroes_spectre,,,,,,,,,,helmet_9,,
912,0,3,specialist,multikill_weapon,CHALLENGE_SPECIALIST_MULTIKILL_WEAPON_SPECTRE,2500,910,,,transmission3,,,heroes_spectre,,,,,,,,,,body_9,,
913,0,2,specialist,transmission3,CHALLENGE_TRANSMISSION_3_SPECTRE,0,,,,specialist_transmissions,,,heroes_spectre,,,,,,,,1,,,,
914,0,4,specialist,kill_one_game_ability,CHALLENGE_SPECIALIST_KILL_ONE_GAME_ABILITY_SPECTRE,5000,827,,,transmission4,,,heroes_spectre,,,,,,,,,,helmet_10,,
915,0,6,specialist,kill_one_game_weapon,CHALLENGE_SPECIALIST_KILL_ONE_GAME_WEAPON_SPECTRE,5000,827,,,transmission4,,,heroes_spectre,,,,,,,,,,body_10,,
916,0,2,specialist,transmission4,CHALLENGE_TRANSMISSION_4,0,,,,hero_transmissions,,,heroes_spectre,,,,,,,,1,,,,
917,0,10,specialist,kills_ability,CHALLENGE_SPECIALIST_KILLS_ABILITY_FIREBREAK,2500,826,,,,,,heroes_firebreak,,,,,,,,,,helmet_7,,
918,1,20,specialist,kills_ability,CHALLENGE_SPECIALIST_KILLS_ABILITY_FIREBREAK,2500,826,,,transmission2,,,heroes_firebreak,,,,,,,,,,helmet_8,,
919,0,20,specialist,kills_weapon,CHALLENGE_SPECIALIST_KILLS_WEAPON_FIREBREAK,2500,826,,,,,,heroes_firebreak,,,,,,,,,,body_7,,
920,1,40,specialist,kills_weapon,CHALLENGE_SPECIALIST_KILLS_WEAPON_FIREBREAK,2500,826,,,transmission2,,,heroes_firebreak,,,,,,,,,,body_8,,
921,0,2,specialist,transmission2,CHALLENGE_TRANSMISSION_2_FIREBREAK,0,,,,,,,heroes_firebreak,,,,,,,,,,,,
922,0,2,specialist,multikill_ability,CHALLENGE_SPECIALIST_MULTIKILL_ABILITY_FIREBREAK,2500,921,,,transmission3,,,heroes_firebreak,,,,,,,,,,helmet_9,,
