Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber,
bik_blackstation_load,,streamed,en\load\cp\blackstation\blackstation_load_c_f.wav,,,,,bik_blackstation_load_lr,,,BUS_MOVIE,grp_bink,snp_movie,,65,0,96,96,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,plr_gender,female,mature,safe,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_blackstation_load,,streamed,en\load\cp\blackstation\blackstation_load_c_m.wav,,,,,bik_blackstation_load_lr,,,BUS_MOVIE,grp_bink,snp_movie,,65,0,96,96,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,plr_gender,male,mature,explicit,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_blackstation_load,,streamed,en\load\cp\blackstation\blackstation_load_c_m.wav,,,,,bik_blackstation_load_lr,,,BUS_MOVIE,grp_bink,snp_movie,,65,0,96,96,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,plr_gender,male,mature,safe,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_castle_load,,streamed,en\load\zmb\castle\zm_castle_intro_c.wav,,,,,bik_castle_load_lr,,,BUS_MOVIE,grp_bink,snp_movie,,65,0,99,99,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,mature,explicit,,,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_castle_load,,streamed,en\load\zmb\castle\zm_castle_intro_c_s.wav,,,,,bik_castle_load_lr,,,BUS_MOVIE,grp_bink,snp_movie,,65,0,99,99,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,mature,safe,,,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_cp_biodomes_load_bsp2loadingmovie,,streamed,en\load\cp\biodomes_mid\cp_biodomes_mid_load_c_f.wav,,,,,bik_cp_biodomes2_mid_load_front,,,BUS_MOVIE,grp_bink,snp_movie,,0,0,96,96,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,plr_gender,female,,,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_cp_biodomes_load_bsp2loadingmovie,,streamed,en\load\cp\biodomes_mid\cp_biodomes_mid_load_c_m.wav,,,,,bik_cp_biodomes2_mid_load_front,,,BUS_MOVIE,grp_bink,snp_movie,,0,0,96,96,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,plr_gender,male,,,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_cp_infection_fs_hideout,,streamed,en\load\cp\infection_3\infection3_load1_c_f.wav,,,,,bik_zc_fs_load_mid2_loadingmovie_inf_lr,,,BUS_MOVIE,grp_bink,snp_movie,,50,0,92,92,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,plr_gender,female,,,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_cp_infection_fs_hideout,,streamed,en\load\cp\infection_3\infection3_load1_c_m.wav,,,,,bik_zc_fs_load_mid2_loadingmovie_inf_lr,,,BUS_MOVIE,grp_bink,snp_movie,,50,0,92,92,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,plr_gender,male,,,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_cp_infection_fs_sgenserver2,,streamed,en\load\cp\infection_2\infection2_load_c.wav,,,,,bik_zc_fs_load_mid1_loadingmovie_inf_lr,,,BUS_MOVIE,grp_bink,snp_movie,,50,0,92,92,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,plr_gender,female,,,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_cp_infection_fs_sgenserver2,,streamed,en\load\cp\infection_2\infection2_load_c.wav,,,,,bik_zc_fs_load_mid1_loadingmovie_inf_lr,,,BUS_MOVIE,grp_bink,snp_movie,,50,0,92,92,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,plr_gender,male,,,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_cp_lotus1_fs_meditate,,streamed,en\load\cp\lotus2\lotus_mid_load_c_f.wav,,,,,bik_cp_lotus1_fs_meditate_lr,,,BUS_MOVIE,grp_bink,snp_movie,,50,0,98,98,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,plr_gender,female,mature,explicit,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_cp_lotus1_fs_meditate,,streamed,en\load\cp\lotus2\lotus_mid_load_c_f_s.wav,,,,,bik_cp_lotus1_fs_meditate_lr,,,BUS_MOVIE,grp_bink,snp_movie,,50,0,98,98,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,plr_gender,female,mature,safe,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_cp_lotus1_fs_meditate,,streamed,en\load\cp\lotus2\lotus_mid_load_c_m.wav,,,,,bik_cp_lotus1_fs_meditate_lr,,,BUS_MOVIE,grp_bink,snp_movie,,50,0,98,98,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,plr_gender,male,mature,explicit,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_cp_lotus1_fs_meditate,,streamed,en\load\cp\lotus2\lotus_mid_load_c_m_s.wav,,,,,bik_cp_lotus1_fs_meditate_lr,,,BUS_MOVIE,grp_bink,snp_movie,,50,0,98,98,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,plr_gender,male,mature,safe,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_cp_lotus3_load_loadingmovie,,streamed,en\load\cp\lotus3\lotus3_mid_load_c_f.wav,,,,,bik_cp_lotus3_load_loadingmovie_lr,,,BUS_MOVIE,grp_bink,snp_movie,,0,0,96,96,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,plr_gender,female,,,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_cp_lotus3_load_loadingmovie,,streamed,en\load\cp\lotus3\lotus3_mid_load_c_m.wav,,,,,bik_cp_lotus3_load_loadingmovie_lr,,,BUS_MOVIE,grp_bink,snp_movie,,0,0,96,96,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,plr_gender,male,,,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_cp_prologue_load_loadingmovie,,streamed,en\load\cp\prologue\prologue_load_c_all.wav,,,,,bik_prologue_load_lr,,,BUS_MOVIE,grp_bink,snp_movie,,65,0,96,96,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,plr_gender,female,mature,explicit,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_cp_prologue_load_loadingmovie,,streamed,en\load\cp\prologue\prologue_load_c_all.wav,,,,,bik_prologue_load_lr,,,BUS_MOVIE,grp_bink,snp_movie,,65,0,96,96,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,plr_gender,female,mature,safe,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_cp_prologue_load_loadingmovie,,streamed,en\load\cp\prologue\prologue_load_c_all.wav,,,,,bik_prologue_load_lr,,,BUS_MOVIE,grp_bink,snp_movie,,65,0,96,96,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,plr_gender,male,mature,explicit,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_cp_prologue_load_loadingmovie,,streamed,en\load\cp\prologue\prologue_load_c_all.wav,,,,,bik_prologue_load_lr,,,BUS_MOVIE,grp_bink,snp_movie,,65,0,96,96,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,plr_gender,male,mature,safe,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_cp_ramses2_fs_cairotroops,,streamed,en\load\cp\ramses_mid\truck_c.wav,,,,,bik_cp_ramses2_fs_cairotroops_lr,,,BUS_MOVIE,grp_bink,snp_movie,,0,0,96,96,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_CP_safehouse_load_loadingmovie,,streamed,en\load\cp\safehouse\safehouse_load_c_f.wav,,,,,bik_safehouse_load_lr,,,BUS_MOVIE,grp_bink,snp_movie,,65,0,96,96,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,plr_gender,female,mature,explicit,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_CP_safehouse_load_loadingmovie,,streamed,en\load\cp\safehouse\safehouse_load_c_f.wav,,,,,bik_safehouse_load_lr,,,BUS_MOVIE,grp_bink,snp_movie,,65,0,96,96,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,plr_gender,female,mature,safe,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_CP_safehouse_load_loadingmovie,,streamed,en\load\cp\safehouse\safehouse_load_c_m.wav,,,,,bik_safehouse_load_lr,,,BUS_MOVIE,grp_bink,snp_movie,,65,0,96,96,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,plr_gender,male,mature,explicit,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_CP_safehouse_load_loadingmovie,,streamed,en\load\cp\safehouse\safehouse_load_c_m.wav,,,,,bik_safehouse_load_lr,,,BUS_MOVIE,grp_bink,snp_movie,,65,0,96,96,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,plr_gender,male,mature,safe,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_cz_mid_biodomes,,streamed,en\load\cp_zm\biodomes_mid\cz_biodomes_mid_load_c.wav,,,,,bik_zc_fs_load_mid_loadingmovie_lr,,,BUS_MOVIE,grp_bink,snp_movie,,65,0,100,100,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_cz_mid_infection_2,,streamed,en\load\cp_zm\infection_mid\cz_infection_mid1_load_c.wav,,,,,bik_zc_fs_load_mid1_loadingmovie_inf_lr,,,BUS_MOVIE,grp_bink,snp_movie,,65,0,100,100,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_cz_mid_infection_3,,streamed,en\load\cp_zm\infection_mid\cz_infection_mid2_load_c.wav,,,,,bik_zc_fs_load_mid2_loadingmovie_inf_lr,,,BUS_MOVIE,grp_bink,snp_movie,,65,0,100,100,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_cz_mid_lotus,,streamed,en\load\cp_zm\lotus_mid\lotus_mid_load_c.wav,,,,,bik_zc_fs_load_mid_loadingmovie_lr,,,BUS_MOVIE,grp_bink,snp_movie,,65,0,100,100,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_cz_mid_lotus3,,streamed,en\load\cp_zm\lotus_mid\lotus_mid2_load_c.wav,,,,,bik_cp_lotus3_load_loadingmovie_lr,,,BUS_MOVIE,grp_bink,snp_movie,,65,0,100,100,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_cz_mid_ramses,,streamed,en\load\cp_zm\ramses_mid\cz_ramses_mid_load_c.wav,,,,,bik_zc_fs_load_mid_loadingmovie_lr,,,BUS_MOVIE,grp_bink,snp_movie,,65,0,100,100,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_genesis_load,,streamed,en\load\zmb\genesis\intro\zmb_genesis_intro_c.wav,,,,,bik_genesis_load_lr,,,BUS_MOVIE,grp_bink,snp_movie,,0,0,100,100,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,mature,explicit,,,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_genesis_load,,streamed,en\load\zmb\genesis\intro\zmb_genesis_intro_c_s.wav,,,,,bik_genesis_load_lr,,,BUS_MOVIE,grp_bink,snp_movie,,0,0,100,100,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,mature,safe,,,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_infection_load,,streamed,en\load\cp\infection\infection_load_c_f.wav,,,,,bik_infection_load_lr,,,BUS_MOVIE,grp_bink,snp_movie,,65,0,96,96,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,plr_gender,female,mature,explicit,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_infection_load,,streamed,en\load\cp\infection\infection_load_c_f.wav,,,,,bik_infection_load_lr,,,BUS_MOVIE,grp_bink,snp_movie,,65,0,96,96,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,plr_gender,female,mature,safe,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
bik_infection_load,,streamed,en\load\cp\infection\infection_load_c_m.wav,,,,,bik_infection_load_lr,,,BUS_MOVIE,grp_bink,snp_movie,,65,0,96,96,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,plr_gender,male,mature,explicit,,,,,no,no,yes,0,2000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
