Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
uin_main_exit,,loaded,uin\cac\cac_exit.wav,,,,,,,,BUS_UI,grp_menu,snp_never_duck,,0,0,86,86,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0,1,no,2d,front,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,no,no,no,0,0,no,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
uin_main_nav,,loaded,uin\cac\cac_main_nav.wav,,,,,,,,BUS_UI,grp_menu,snp_never_duck,,0,0,86,86,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0,1,no,2d,front,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,no,no,no,0,0,no,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
uin_main_pause,,loaded,uin\cac\cac_screen_fade.wav,,,,,,,,BUS_UI,grp_menu,snp_never_duck,,0,0,88,88,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0,1,no,2d,front,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,no,no,no,0,0,no,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
uin_open_friends,,loaded,uin\navigation\select2.wav,,,,,,,,BUS_UI,grp_menu,snp_never_duck,,0,0,77,77,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0,1,no,2d,front,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,no,no,no,0,0,no,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
uin_press_generic,,loaded,uin\generic\uin_button_generic.wav,,,,,,,,BUS_UI,grp_menu,snp_never_duck,,0,0,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,100,100,0,1,no,2d,front,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,no,no,no,0,0,no,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
uin_reset_select,,loaded,uin\navigation\select.wav,,,,,,,,BUS_UI,grp_menu,snp_never_duck,,0,0,77,77,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0,1,no,2d,front,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,no,no,no,0,0,no,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
uin_select,,loaded,uin\cac\cac_ui_border.wav,,,,,,,,BUS_UI,grp_menu,snp_never_duck,,0,0,83,83,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0,1,no,2d,front,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,no,no,no,0,0,no,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
uin_spinner,,loaded,uin\generic\uin_spinner.wav,,,,,,,,BUS_UI,grp_menu,snp_never_duck,,0,0,80,80,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0,1,no,2d,front,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,no,no,no,0,0,no,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
uin_startup,,loaded,uin\generic\uin_startup.wav,,,,,,,,BUS_UI,grp_menu,snp_never_duck,,0,0,80,80,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0,1,no,2d,front,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,no,no,no,0,0,no,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
uin_timer,,loaded,uin\timer\beep\evt_mpl_clock_beep.wav,,,,,,,,BUS_UI,grp_alerts,snp_alerts_gameplay,,0,0,70,70,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0,1,no,2d,front,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,yes,no,no,no,,,
uin_up,,loaded,uin\cac\cac_slide_dn.wav,,,,,,,,BUS_UI,grp_menu,snp_never_duck,,0,0,80,80,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0,1,no,2d,front,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,no,no,no,0,0,no,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
uin_down,,loaded,uin\cac\cac_slide_dn.wav,,,,,,,,BUS_UI,grp_menu,snp_never_duck,,0,0,80,80,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0,1,no,2d,front,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,no,no,no,0,0,no,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
uin_left,,loaded,uin\cac\cac_slide_dn.wav,,,,,,,,BUS_UI,grp_menu,snp_never_duck,,0,0,80,80,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0,1,no,2d,front,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,no,no,no,0,0,no,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
uin_right,,loaded,uin\cac\cac_slide_dn.wav,,,,,,,,BUS_UI,grp_menu,snp_never_duck,,0,0,80,80,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0,1,no,2d,front,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,no,no,no,0,0,no,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
