A,,,,,,,,,,,,,,,,,,,,,,,,,
a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18,t19,u20,v21,w22,x23,y24,
787,0,200,daily,ZM_DAILY_KILLS_PACKED_SMG,ZMUI_DAILY_CHALLENGE_PAP_SMG,0,,,,,,,,,,,,,,,,,,1,
788,0,200,daily,ZM_DAILY_KILLS_PACKED_MG,ZMUI_DAILY_CHALLENGE_PAP_MG,0,,,,,,,,,,,,,,,,,,1,
789,0,100,daily,ZM_DAILY_KILLS_PACKED_PISTOL,ZMUI_DAILY_CHALLENGE_PAP_PISTOL,0,,,,,,,,,,,,,,,,,,1,
790,0,50,daily,ZM_DAILY_KILLS_PACKED_STARTING_PISTOL,ZMUI_DAILY_CHALLENGE_PAP_STARTING_PISTOL,0,,,,,,,,,,,,,,,,,,1,
791,0,50,daily,ZM_DAILY_KILLS_TRAPS,ZMUI_DAILY_CHALLENGE_TRAPS,7500,,,,,,,,,,,,,,,,,,,
792,0,1,daily,ZM_DAILY_ROUND_10,ZMUI_DAILY_CHALLENGE_ROUND_10,5000,,,,,,,,,,,,,,,,,,,
793,0,1,daily,ZM_DAILY_ROUND_15,ZMUI_DAILY_CHALLENGE_ROUND_15,7500,,,,,,,,,,,,,,,,,,,
794,0,1,daily,ZM_DAILY_ROUND_20,ZMUI_DAILY_CHALLENGE_ROUND_20,10000,,,,,,,,,,,,,,,,,,,
795,0,1,daily,ZM_DAILY_ROUND_25,ZMUI_DAILY_CHALLENGE_ROUND_25,0,,,,,,,,,,,,,,,,,,1,
796,0,1,daily,ZM_DAILY_ROUND_30,ZMUI_DAILY_CHALLENGE_ROUND_30,0,,,,,,,,,,,,,,,,,,1,
797,0,50,daily,ZM_DAILY_KILLS_INSTAKILL,ZMUI_DAILY_CHALLENGE_INSTAKILL,5000,,,,,,,,,,,,,,,,,,,
798,0,25000,daily,ZM_DAILY_SPEND_25K,ZMUI_DAILY_CHALLENGE_SPEND_25,7500,,,,,,,,,,,,,,,,,,,
799,0,50000,daily,ZM_DAILY_SPEND_50K,ZMUI_DAILY_CHALLENGE_SPEND_50,10000,,,,,,,,,,,,,,,,,,,
800,0,5000,daily,ZM_DAILY_EARN_5K_WITH_2X,ZMUI_DAILY_CHALLENGE_DOUBLEPOINTS,5000,,,,,,,,,,,,,,,,,,,
801,0,5,daily,ZM_DAILY_PACK_5_WEAPONS,ZMUI_DAILY_CHALLENGE_PACK5,10000,,,,,,,,,,,,,,,,,,,
802,0,10,daily,ZM_DAILY_PACK_10_WEAPONS,ZMUI_DAILY_CHALLENGE_PACK10,0,,,,,,,,,,,,,,,,,,1,
803,0,10,daily,ZM_DAILY_DRINK_PERKS,ZMUI_DAILY_CHALLENGE_PERKS,0,,,,,,,,,,,,,,,,,,1,
804,0,10,daily,ZM_DAILY_PURCHASE_PERKS,ZMUI_DAILY_CHALLENGE_PURCHASE_PERKS,7500,,,,,,,,,,,,,,,,,,,
805,0,1,daily,ZM_DAILY_REBUILD_WINDOWS,ZMUI_DAILY_CHALLENGE_BARRIERS,0,,,,,,,,,,,,,,,,,,1,
806,0,10,daily,ZM_DAILY_PURCHASE_DOORS,ZMUI_DAILY_CHALLENGE_DOORS,5000,,,,,,,,,,,,,,,,,,,
807,0,10,daily,ZM_DAILY_PURCHASE_MAGIC_BOX,ZMUI_DAILY_CHALLENGE_MAGIC_BOX,10000,,,,,,,,,,,,,,,,,,,
808,0,5,daily,ZM_DAILY_PURCHASE_FIRE_SALE_MAGIC_BOX,ZMUI_DAILY_CHALLENGE_FIRESALE,7500,,,,,,,,,,,,,,,,,,,
